STATE,COUNTY,STNAME,CTYNAME,year_col,population,year,date
5,117,Arkansas,Prairie County,POPESTIMATE2021,8095,2021,2021-01-01
5,119,Arkansas,Pulaski County,POPESTIMATE2021,398108,2021,2021-01-01
5,121,Arkansas,Randolph County,POPESTIMATE2021,18839,2021,2021-01-01
5,123,Arkansas,St. Francis County,POPESTIMATE2021,22715,2021,2021-01-01
5,125,Arkansas,Saline County,POPESTIMATE2021,125382,2021,2021-01-01
5,127,Arkansas,Scott County,POPESTIMATE2021,9795,2021,2021-01-01
5,129,Arkansas,Searcy County,POPESTIMATE2021,7893,2021,2021-01-01
5,131,Arkansas,Sebastian County,POPESTIMATE2021,128342,2021,2021-01-01
5,133,Arkansas,Sevier County,POPESTIMATE2021,15714,2021,2021-01-01
5,135,Arkansas,Sharp County,POPESTIMATE2021,17691,2021,2021-01-01
5,137,Arkansas,Stone County,POPESTIMATE2021,12441,2021,2021-01-01
5,139,Arkansas,Union County,POPESTIMATE2021,38375,2021,2021-01-01
5,141,Arkansas,Van Buren County,POPESTIMATE2021,15777,2021,2021-01-01
5,143,Arkansas,Washington County,POPESTIMATE2021,251767,2021,2021-01-01
5,145,Arkansas,White County,POPESTIMATE2021,77109,2021,2021-01-01
5,147,Arkansas,Woodruff County,POPESTIMATE2021,6146,2021,2021-01-01
5,149,Arkansas,Yell County,POPESTIMATE2021,20135,2021,2021-01-01
6,0,California,California,POPESTIMATE2021,39145060,2021,2021-01-01
6,1,California,Alameda County,POPESTIMATE2021,1644047,2021,2021-01-01
6,3,California,Alpine County,POPESTIMATE2021,1229,2021,2021-01-01
6,5,California,Amador County,POPESTIMATE2021,41228,2021,2021-01-01
6,7,California,Butte County,POPESTIMATE2021,206336,2021,2021-01-01
6,9,California,Calaveras County,POPESTIMATE2021,46249,2021,2021-01-01
6,11,California,Colusa County,POPESTIMATE2021,21919,2021,2021-01-01
6,13,California,Contra Costa County,POPESTIMATE2021,1163941,2021,2021-01-01
6,15,California,Del Norte County,POPESTIMATE2021,27584,2021,2021-01-01
6,17,California,El Dorado County,POPESTIMATE2021,193704,2021,2021-01-01
6,19,California,Fresno County,POPESTIMATE2021,1013103,2021,2021-01-01
6,21,California,Glenn County,POPESTIMATE2021,28718,2021,2021-01-01
6,23,California,Humboldt County,POPESTIMATE2021,134897,2021,2021-01-01
6,25,California,Imperial County,POPESTIMATE2021,179138,2021,2021-01-01
6,27,California,Inyo County,POPESTIMATE2021,18924,2021,2021-01-01
6,29,California,Kern County,POPESTIMATE2021,912709,2021,2021-01-01
6,31,California,Kings County,POPESTIMATE2021,152775,2021,2021-01-01
6,33,California,Lake County,POPESTIMATE2021,68645,2021,2021-01-01
6,35,California,Lassen County,POPESTIMATE2021,31885,2021,2021-01-01
6,37,California,Los Angeles County,POPESTIMATE2021,9809462,2021,2021-01-01
6,39,California,Madera County,POPESTIMATE2021,158966,2021,2021-01-01
6,41,California,Marin County,POPESTIMATE2021,259278,2021,2021-01-01
6,43,California,Mariposa County,POPESTIMATE2021,17127,2021,2021-01-01
6,45,California,Mendocino County,POPESTIMATE2021,91321,2021,2021-01-01
6,47,California,Merced County,POPESTIMATE2021,284610,2021,2021-01-01
6,49,California,Modoc County,POPESTIMATE2021,8641,2021,2021-01-01
6,51,California,Mono County,POPESTIMATE2021,13271,2021,2021-01-01
6,53,California,Monterey County,POPESTIMATE2021,437158,2021,2021-01-01
6,55,California,Napa County,POPESTIMATE2021,136265,2021,2021-01-01
6,57,California,Nevada County,POPESTIMATE2021,103517,2021,2021-01-01
6,59,California,Orange County,POPESTIMATE2021,3160611,2021,2021-01-01
6,61,California,Placer County,POPESTIMATE2021,413047,2021,2021-01-01
6,63,California,Plumas County,POPESTIMATE2021,19958,2021,2021-01-01
6,65,California,Riverside County,POPESTIMATE2021,2453399,2021,2021-01-01
6,67,California,Sacramento County,POPESTIMATE2021,1588810,2021,2021-01-01
6,69,California,San Benito County,POPESTIMATE2021,66709,2021,2021-01-01
6,71,California,San Bernardino County,POPESTIMATE2021,2193087,2021,2021-01-01
6,73,California,San Diego County,POPESTIMATE2021,3274432,2021,2021-01-01
6,75,California,San Francisco County,POPESTIMATE2021,811935,2021,2021-01-01
6,77,California,San Joaquin County,POPESTIMATE2021,788354,2021,2021-01-01
6,79,California,San Luis Obispo County,POPESTIMATE2021,279464,2021,2021-01-01
6,81,California,San Mateo County,POPESTIMATE2021,739149,2021,2021-01-01
6,83,California,Santa Barbara County,POPESTIMATE2021,437521,2021,2021-01-01
6,85,California,Santa Clara County,POPESTIMATE2021,1885173,2021,2021-01-01
6,87,California,Santa Cruz County,POPESTIMATE2021,260475,2021,2021-01-01
6,89,California,Shasta County,POPESTIMATE2021,182135,2021,2021-01-01
6,91,California,Sierra County,POPESTIMATE2021,3294,2021,2021-01-01
6,93,California,Siskiyou County,POPESTIMATE2021,44139,2021,2021-01-01
6,95,California,Solano County,POPESTIMATE2021,450653,2021,2021-01-01
6,97,California,Sonoma County,POPESTIMATE2021,484519,2021,2021-01-01
6,99,California,Stanislaus County,POPESTIMATE2021,552723,2021,2021-01-01
6,101,California,Sutter County,POPESTIMATE2021,99152,2021,2021-01-01
6,103,California,Tehama County,POPESTIMATE2021,65446,2021,2021-01-01
6,105,California,Trinity County,POPESTIMATE2021,16082,2021,2021-01-01
6,107,California,Tulare County,POPESTIMATE2021,477176,2021,2021-01-01
6,109,California,Tuolumne County,POPESTIMATE2021,55131,2021,2021-01-01
6,111,California,Ventura County,POPESTIMATE2021,839471,2021,2021-01-01
6,113,California,Yolo County,POPESTIMATE2021,213141,2021,2021-01-01
6,115,California,Yuba County,POPESTIMATE2021,83227,2021,2021-01-01
8,0,Colorado,Colorado,POPESTIMATE2021,5811596,2021,2021-01-01
8,1,Colorado,Adams County,POPESTIMATE2021,523544,2021,2021-01-01
8,3,Colorado,Alamosa County,POPESTIMATE2021,16579,2021,2021-01-01
8,5,Colorado,Arapahoe County,POPESTIMATE2021,656855,2021,2021-01-01
8,7,Colorado,Archuleta County,POPESTIMATE2021,13806,2021,2021-01-01
8,9,Colorado,Baca County,POPESTIMATE2021,3490,2021,2021-01-01
8,11,Colorado,Bent County,POPESTIMATE2021,5339,2021,2021-01-01
8,13,Colorado,Boulder County,POPESTIMATE2021,327084,2021,2021-01-01
8,14,Colorado,Broomfield County,POPESTIMATE2021,75411,2021,2021-01-01
8,15,Colorado,Chaffee County,POPESTIMATE2021,19741,2021,2021-01-01
8,17,Colorado,Cheyenne County,POPESTIMATE2021,1719,2021,2021-01-01
8,19,Colorado,Clear Creek County,POPESTIMATE2021,9457,2021,2021-01-01
8,21,Colorado,Conejos County,POPESTIMATE2021,7582,2021,2021-01-01
8,23,Colorado,Costilla County,POPESTIMATE2021,3613,2021,2021-01-01
8,25,Colorado,Crowley County,POPESTIMATE2021,5735,2021,2021-01-01
8,27,Colorado,Custer County,POPESTIMATE2021,5063,2021,2021-01-01
8,29,Colorado,Delta County,POPESTIMATE2021,31392,2021,2021-01-01
8,31,Colorado,Denver County,POPESTIMATE2021,711467,2021,2021-01-01
8,33,Colorado,Dolores County,POPESTIMATE2021,2375,2021,2021-01-01
8,35,Colorado,Douglas County,POPESTIMATE2021,369783,2021,2021-01-01
8,37,Colorado,Eagle County,POPESTIMATE2021,55774,2021,2021-01-01
8,39,Colorado,Elbert County,POPESTIMATE2021,27159,2021,2021-01-01
8,41,Colorado,El Paso County,POPESTIMATE2021,737287,2021,2021-01-01
8,43,Colorado,Fremont County,POPESTIMATE2021,49237,2021,2021-01-01
8,45,Colorado,Garfield County,POPESTIMATE2021,62107,2021,2021-01-01
8,47,Colorado,Gilpin County,POPESTIMATE2021,5893,2021,2021-01-01
8,49,Colorado,Grand County,POPESTIMATE2021,15851,2021,2021-01-01
8,51,Colorado,Gunnison County,POPESTIMATE2021,17294,2021,2021-01-01
8,53,Colorado,Hinsdale County,POPESTIMATE2021,773,2021,2021-01-01
8,55,Colorado,Huerfano County,POPESTIMATE2021,6934,2021,2021-01-01
8,57,Colorado,Jackson County,POPESTIMATE2021,1359,2021,2021-01-01
8,59,Colorado,Jefferson County,POPESTIMATE2021,580703,2021,2021-01-01
8,61,Colorado,Kiowa County,POPESTIMATE2021,1454,2021,2021-01-01
8,63,Colorado,Kit Carson County,POPESTIMATE2021,6927,2021,2021-01-01
8,65,Colorado,Lake County,POPESTIMATE2021,7395,2021,2021-01-01
8,67,Colorado,La Plata County,POPESTIMATE2021,56169,2021,2021-01-01
8,69,Colorado,Larimer County,POPESTIMATE2021,362747,2021,2021-01-01
8,71,Colorado,Las Animas County,POPESTIMATE2021,14334,2021,2021-01-01
8,73,Colorado,Lincoln County,POPESTIMATE2021,5473,2021,2021-01-01
8,75,Colorado,Logan County,POPESTIMATE2021,21006,2021,2021-01-01
8,77,Colorado,Mesa County,POPESTIMATE2021,157439,2021,2021-01-01
8,79,Colorado,Mineral County,POPESTIMATE2021,929,2021,2021-01-01
8,81,Colorado,Moffat County,POPESTIMATE2021,13165,2021,2021-01-01
8,83,Colorado,Montezuma County,POPESTIMATE2021,26234,2021,2021-01-01
8,85,Colorado,Montrose County,POPESTIMATE2021,43236,2021,2021-01-01
8,87,Colorado,Morgan County,POPESTIMATE2021,29006,2021,2021-01-01
8,89,Colorado,Otero County,POPESTIMATE2021,18527,2021,2021-01-01
8,91,Colorado,Ouray County,POPESTIMATE2021,5063,2021,2021-01-01
8,93,Colorado,Park County,POPESTIMATE2021,17744,2021,2021-01-01
8,95,Colorado,Phillips County,POPESTIMATE2021,4502,2021,2021-01-01
8,97,Colorado,Pitkin County,POPESTIMATE2021,17337,2021,2021-01-01
8,99,Colorado,Prowers County,POPESTIMATE2021,11990,2021,2021-01-01
8,101,Colorado,Pueblo County,POPESTIMATE2021,169316,2021,2021-01-01
8,103,Colorado,Rio Blanco County,POPESTIMATE2021,6442,2021,2021-01-01
8,105,Colorado,Rio Grande County,POPESTIMATE2021,11406,2021,2021-01-01
8,107,Colorado,Routt County,POPESTIMATE2021,25058,2021,2021-01-01
8,109,Colorado,Saguache County,POPESTIMATE2021,6511,2021,2021-01-01
8,111,Colorado,San Juan County,POPESTIMATE2021,741,2021,2021-01-01
8,113,Colorado,San Miguel County,POPESTIMATE2021,8080,2021,2021-01-01
8,115,Colorado,Sedgwick County,POPESTIMATE2021,2326,2021,2021-01-01
8,117,Colorado,Summit County,POPESTIMATE2021,30998,2021,2021-01-01
8,119,Colorado,Teller County,POPESTIMATE2021,24945,2021,2021-01-01
8,121,Colorado,Washington County,POPESTIMATE2021,4868,2021,2021-01-01
8,123,Colorado,Weld County,POPESTIMATE2021,339897,2021,2021-01-01
8,125,Colorado,Yuma County,POPESTIMATE2021,9925,2021,2021-01-01
9,0,Connecticut,Connecticut,POPESTIMATE2021,3603691,2021,2021-01-01
9,110,Connecticut,Capitol Planning Region,POPESTIMATE2021,970142,2021,2021-01-01
9,120,Connecticut,Greater Bridgeport Planning Region,POPESTIMATE2021,326752,2021,2021-01-01
9,130,Connecticut,Lower Connecticut River Valley Planning Region,POPESTIMATE2021,175430,2021,2021-01-01
9,140,Connecticut,Naugatuck Valley Planning Region,POPESTIMATE2021,452281,2021,2021-01-01
9,150,Connecticut,Northeastern Connecticut Planning Region,POPESTIMATE2021,95605,2021,2021-01-01
9,160,Connecticut,Northwest Hills Planning Region,POPESTIMATE2021,112953,2021,2021-01-01
9,170,Connecticut,South Central Connecticut Planning Region,POPESTIMATE2021,568450,2021,2021-01-01
9,180,Connecticut,Southeastern Connecticut Planning Region,POPESTIMATE2021,278820,2021,2021-01-01
9,190,Connecticut,Western Connecticut Planning Region,POPESTIMATE2021,623258,2021,2021-01-01
10,0,Delaware,Delaware,POPESTIMATE2021,1004881,2021,2021-01-01
10,1,Delaware,Kent County,POPESTIMATE2021,185043,2021,2021-01-01
10,3,Delaware,New Castle County,POPESTIMATE2021,572029,2021,2021-01-01
10,5,Delaware,Sussex County,POPESTIMATE2021,247809,2021,2021-01-01
11,0,District of Columbia,District of Columbia,POPESTIMATE2021,669037,2021,2021-01-01
11,1,District of Columbia,District of Columbia,POPESTIMATE2021,669037,2021,2021-01-01
12,0,Florida,Florida,POPESTIMATE2021,21830708,2021,2021-01-01
12,1,Florida,Alachua County,POPESTIMATE2021,281889,2021,2021-01-01
12,3,Florida,Baker County,POPESTIMATE2021,28669,2021,2021-01-01
12,5,Florida,Bay County,POPESTIMATE2021,179520,2021,2021-01-01
12,7,Florida,Bradford County,POPESTIMATE2021,28050,2021,2021-01-01
12,9,Florida,Brevard County,POPESTIMATE2021,617900,2021,2021-01-01
12,11,Florida,Broward County,POPESTIMATE2021,1935575,2021,2021-01-01
12,13,Florida,Calhoun County,POPESTIMATE2021,13518,2021,2021-01-01
12,15,Florida,Charlotte County,POPESTIMATE2021,194934,2021,2021-01-01
12,17,Florida,Citrus County,POPESTIMATE2021,158167,2021,2021-01-01
12,19,Florida,Clay County,POPESTIMATE2021,222648,2021,2021-01-01
12,21,Florida,Collier County,POPESTIMATE2021,387226,2021,2021-01-01
12,23,Florida,Columbia County,POPESTIMATE2021,69932,2021,2021-01-01
12,27,Florida,DeSoto County,POPESTIMATE2021,34333,2021,2021-01-01
12,29,Florida,Dixie County,POPESTIMATE2021,16933,2021,2021-01-01
12,31,Florida,Duval County,POPESTIMATE2021,1002774,2021,2021-01-01
12,33,Florida,Escambia County,POPESTIMATE2021,323459,2021,2021-01-01
12,35,Florida,Flagler County,POPESTIMATE2021,120974,2021,2021-01-01
12,37,Florida,Franklin County,POPESTIMATE2021,12183,2021,2021-01-01
12,39,Florida,Gadsden County,POPESTIMATE2021,43599,2021,2021-01-01
12,41,Florida,Gilchrist County,POPESTIMATE2021,18316,2021,2021-01-01
12,43,Florida,Glades County,POPESTIMATE2021,12266,2021,2021-01-01
12,45,Florida,Gulf County,POPESTIMATE2021,14462,2021,2021-01-01
12,47,Florida,Hamilton County,POPESTIMATE2021,13072,2021,2021-01-01
12,49,Florida,Hardee County,POPESTIMATE2021,25322,2021,2021-01-01
12,51,Florida,Hendry County,POPESTIMATE2021,40215,2021,2021-01-01
12,53,Florida,Hernando County,POPESTIMATE2021,200693,2021,2021-01-01
12,55,Florida,Highlands County,POPESTIMATE2021,103279,2021,2021-01-01
12,57,Florida,Hillsborough County,POPESTIMATE2021,1484607,2021,2021-01-01
12,59,Florida,Holmes County,POPESTIMATE2021,19309,2021,2021-01-01
12,61,Florida,Indian River County,POPESTIMATE2021,163869,2021,2021-01-01
12,63,Florida,Jackson County,POPESTIMATE2021,47119,2021,2021-01-01
12,65,Florida,Jefferson County,POPESTIMATE2021,14494,2021,2021-01-01
12,67,Florida,Lafayette County,POPESTIMATE2021,7952,2021,2021-01-01
12,69,Florida,Lake County,POPESTIMATE2021,396352,2021,2021-01-01
12,71,Florida,Lee County,POPESTIMATE2021,790888,2021,2021-01-01
12,73,Florida,Leon County,POPESTIMATE2021,296007,2021,2021-01-01
12,75,Florida,Levy County,POPESTIMATE2021,44156,2021,2021-01-01
12,77,Florida,Liberty County,POPESTIMATE2021,7290,2021,2021-01-01
12,79,Florida,Madison County,POPESTIMATE2021,18099,2021,2021-01-01
12,81,Florida,Manatee County,POPESTIMATE2021,413716,2021,2021-01-01
12,83,Florida,Marion County,POPESTIMATE2021,385135,2021,2021-01-01
12,85,Florida,Martin County,POPESTIMATE2021,160197,2021,2021-01-01
12,86,Florida,Miami-Dade County,POPESTIMATE2021,2669748,2021,2021-01-01
12,87,Florida,Monroe County,POPESTIMATE2021,82220,2021,2021-01-01
12,89,Florida,Nassau County,POPESTIMATE2021,94399,2021,2021-01-01
12,91,Florida,Okaloosa County,POPESTIMATE2021,213641,2021,2021-01-01
12,93,Florida,Okeechobee County,POPESTIMATE2021,40031,2021,2021-01-01
12,95,Florida,Orange County,POPESTIMATE2021,1427761,2021,2021-01-01
12,97,Florida,Osceola County,POPESTIMATE2021,403990,2021,2021-01-01
12,99,Florida,Palm Beach County,POPESTIMATE2021,1503435,2021,2021-01-01
12,101,Florida,Pasco County,POPESTIMATE2021,585191,2021,2021-01-01
12,103,Florida,Pinellas County,POPESTIMATE2021,959583,2021,2021-01-01
12,105,Florida,Polk County,POPESTIMATE2021,755598,2021,2021-01-01
12,107,Florida,Putnam County,POPESTIMATE2021,74095,2021,2021-01-01
12,109,Florida,St. Johns County,POPESTIMATE2021,293251,2021,2021-01-01
12,111,Florida,St. Lucie County,POPESTIMATE2021,344246,2021,2021-01-01
12,113,Florida,Santa Rosa County,POPESTIMATE2021,193750,2021,2021-01-01
12,115,Florida,Sarasota County,POPESTIMATE2021,448636,2021,2021-01-01
12,117,Florida,Seminole County,POPESTIMATE2021,470857,2021,2021-01-01
12,119,Florida,Sumter County,POPESTIMATE2021,134870,2021,2021-01-01
12,121,Florida,Suwannee County,POPESTIMATE2021,44125,2021,2021-01-01
12,123,Florida,Taylor County,POPESTIMATE2021,20807,2021,2021-01-01
12,125,Florida,Union County,POPESTIMATE2021,15850,2021,2021-01-01
12,127,Florida,Volusia County,POPESTIMATE2021,566368,2021,2021-01-01
12,129,Florida,Wakulla County,POPESTIMATE2021,34270,2021,2021-01-01
12,131,Florida,Walton County,POPESTIMATE2021,80021,2021,2021-01-01
12,133,Florida,Washington County,POPESTIMATE2021,24867,2021,2021-01-01
13,0,Georgia,Georgia,POPESTIMATE2021,10790385,2021,2021-01-01
13,1,Georgia,Appling County,POPESTIMATE2021,18423,2021,2021-01-01
13,3,Georgia,Atkinson County,POPESTIMATE2021,8348,2021,2021-01-01
13,5,Georgia,Bacon County,POPESTIMATE2021,11068,2021,2021-01-01
13,7,Georgia,Baker County,POPESTIMATE2021,2824,2021,2021-01-01
13,9,Georgia,Baldwin County,POPESTIMATE2021,43695,2021,2021-01-01
13,11,Georgia,Banks County,POPESTIMATE2021,18538,2021,2021-01-01
13,13,Georgia,Barrow County,POPESTIMATE2021,86727,2021,2021-01-01
13,15,Georgia,Bartow County,POPESTIMATE2021,110936,2021,2021-01-01
13,17,Georgia,Ben Hill County,POPESTIMATE2021,17128,2021,2021-01-01
13,19,Georgia,Berrien County,POPESTIMATE2021,18117,2021,2021-01-01
13,21,Georgia,Bibb County,POPESTIMATE2021,155980,2021,2021-01-01
13,23,Georgia,Bleckley County,POPESTIMATE2021,12270,2021,2021-01-01
13,25,Georgia,Brantley County,POPESTIMATE2021,18119,2021,2021-01-01
13,27,Georgia,Brooks County,POPESTIMATE2021,16276,2021,2021-01-01
13,29,Georgia,Bryan County,POPESTIMATE2021,46974,2021,2021-01-01
13,31,Georgia,Bulloch County,POPESTIMATE2021,80671,2021,2021-01-01
13,33,Georgia,Burke County,POPESTIMATE2021,24362,2021,2021-01-01
13,35,Georgia,Butts County,POPESTIMATE2021,26164,2021,2021-01-01
13,37,Georgia,Calhoun County,POPESTIMATE2021,5541,2021,2021-01-01
13,39,Georgia,Camden County,POPESTIMATE2021,55786,2021,2021-01-01
13,43,Georgia,Candler County,POPESTIMATE2021,10947,2021,2021-01-01
13,45,Georgia,Carroll County,POPESTIMATE2021,121595,2021,2021-01-01
13,47,Georgia,Catoosa County,POPESTIMATE2021,68436,2021,2021-01-01
13,49,Georgia,Charlton County,POPESTIMATE2021,12820,2021,2021-01-01
13,51,Georgia,Chatham County,POPESTIMATE2021,295690,2021,2021-01-01
13,53,Georgia,Chattahoochee County,POPESTIMATE2021,9044,2021,2021-01-01
13,55,Georgia,Chattooga County,POPESTIMATE2021,24844,2021,2021-01-01
13,57,Georgia,Cherokee County,POPESTIMATE2021,274732,2021,2021-01-01
13,59,Georgia,Clarke County,POPESTIMATE2021,129206,2021,2021-01-01
13,61,Georgia,Clay County,POPESTIMATE2021,2867,2021,2021-01-01
13,63,Georgia,Clayton County,POPESTIMATE2021,299210,2021,2021-01-01
13,65,Georgia,Clinch County,POPESTIMATE2021,6702,2021,2021-01-01
13,67,Georgia,Cobb County,POPESTIMATE2021,766662,2021,2021-01-01
13,69,Georgia,Coffee County,POPESTIMATE2021,43046,2021,2021-01-01
13,71,Georgia,Colquitt County,POPESTIMATE2021,45763,2021,2021-01-01
13,73,Georgia,Columbia County,POPESTIMATE2021,159662,2021,2021-01-01
13,75,Georgia,Cook County,POPESTIMATE2021,17262,2021,2021-01-01
13,77,Georgia,Coweta County,POPESTIMATE2021,149973,2021,2021-01-01
13,79,Georgia,Crawford County,POPESTIMATE2021,12139,2021,2021-01-01
13,81,Georgia,Crisp County,POPESTIMATE2021,20000,2021,2021-01-01
13,83,Georgia,Dade County,POPESTIMATE2021,16221,2021,2021-01-01
13,85,Georgia,Dawson County,POPESTIMATE2021,28498,2021,2021-01-01
13,87,Georgia,Decatur County,POPESTIMATE2021,29091,2021,2021-01-01
13,89,Georgia,DeKalb County,POPESTIMATE2021,759113,2021,2021-01-01
13,91,Georgia,Dodge County,POPESTIMATE2021,19734,2021,2021-01-01
13,93,Georgia,Dooly County,POPESTIMATE2021,10869,2021,2021-01-01
13,95,Georgia,Dougherty County,POPESTIMATE2021,82235,2021,2021-01-01
13,97,Georgia,Douglas County,POPESTIMATE2021,145748,2021,2021-01-01
13,99,Georgia,Early County,POPESTIMATE2021,10635,2021,2021-01-01
13,101,Georgia,Echols County,POPESTIMATE2021,3698,2021,2021-01-01
13,103,Georgia,Effingham County,POPESTIMATE2021,66764,2021,2021-01-01
13,105,Georgia,Elbert County,POPESTIMATE2021,19571,2021,2021-01-01
13,107,Georgia,Emanuel County,POPESTIMATE2021,22899,2021,2021-01-01
13,109,Georgia,Evans County,POPESTIMATE2021,10697,2021,2021-01-01
13,111,Georgia,Fannin County,POPESTIMATE2021,25797,2021,2021-01-01
13,113,Georgia,Fayette County,POPESTIMATE2021,120715,2021,2021-01-01
13,115,Georgia,Floyd County,POPESTIMATE2021,98487,2021,2021-01-01
13,117,Georgia,Forsyth County,POPESTIMATE2021,260783,2021,2021-01-01
13,119,Georgia,Franklin County,POPESTIMATE2021,23510,2021,2021-01-01
13,121,Georgia,Fulton County,POPESTIMATE2021,1062451,2021,2021-01-01
13,123,Georgia,Gilmer County,POPESTIMATE2021,32106,2021,2021-01-01
13,125,Georgia,Glascock County,POPESTIMATE2021,2901,2021,2021-01-01
13,127,Georgia,Glynn County,POPESTIMATE2021,84786,2021,2021-01-01
13,129,Georgia,Gordon County,POPESTIMATE2021,58239,2021,2021-01-01
13,131,Georgia,Grady County,POPESTIMATE2021,25850,2021,2021-01-01
13,133,Georgia,Greene County,POPESTIMATE2021,19544,2021,2021-01-01
13,135,Georgia,Gwinnett County,POPESTIMATE2021,965338,2021,2021-01-01
13,137,Georgia,Habersham County,POPESTIMATE2021,46748,2021,2021-01-01
13,139,Georgia,Hall County,POPESTIMATE2021,207080,2021,2021-01-01
13,141,Georgia,Hancock County,POPESTIMATE2021,8677,2021,2021-01-01
13,143,Georgia,Haralson County,POPESTIMATE2021,30595,2021,2021-01-01
13,145,Georgia,Harris County,POPESTIMATE2021,35589,2021,2021-01-01
13,147,Georgia,Hart County,POPESTIMATE2021,26319,2021,2021-01-01
13,149,Georgia,Heard County,POPESTIMATE2021,11532,2021,2021-01-01
13,151,Georgia,Henry County,POPESTIMATE2021,245085,2021,2021-01-01
13,153,Georgia,Houston County,POPESTIMATE2021,167228,2021,2021-01-01
13,155,Georgia,Irwin County,POPESTIMATE2021,9369,2021,2021-01-01
13,157,Georgia,Jackson County,POPESTIMATE2021,80374,2021,2021-01-01
13,159,Georgia,Jasper County,POPESTIMATE2021,15263,2021,2021-01-01
13,161,Georgia,Jeff Davis County,POPESTIMATE2021,14860,2021,2021-01-01
13,163,Georgia,Jefferson County,POPESTIMATE2021,15476,2021,2021-01-01
13,165,Georgia,Jenkins County,POPESTIMATE2021,8764,2021,2021-01-01
13,167,Georgia,Johnson County,POPESTIMATE2021,8999,2021,2021-01-01
13,169,Georgia,Jones County,POPESTIMATE2021,28406,2021,2021-01-01
13,171,Georgia,Lamar County,POPESTIMATE2021,18697,2021,2021-01-01
13,173,Georgia,Lanier County,POPESTIMATE2021,10051,2021,2021-01-01
13,175,Georgia,Laurens County,POPESTIMATE2021,49524,2021,2021-01-01
13,177,Georgia,Lee County,POPESTIMATE2021,33209,2021,2021-01-01
13,179,Georgia,Liberty County,POPESTIMATE2021,66800,2021,2021-01-01
13,181,Georgia,Lincoln County,POPESTIMATE2021,7749,2021,2021-01-01
13,183,Georgia,Long County,POPESTIMATE2021,17108,2021,2021-01-01
13,185,Georgia,Lowndes County,POPESTIMATE2021,118916,2021,2021-01-01
13,187,Georgia,Lumpkin County,POPESTIMATE2021,32843,2021,2021-01-01
13,189,Georgia,McDuffie County,POPESTIMATE2021,21619,2021,2021-01-01
13,191,Georgia,McIntosh County,POPESTIMATE2021,11054,2021,2021-01-01
13,193,Georgia,Macon County,POPESTIMATE2021,11852,2021,2021-01-01
13,195,Georgia,Madison County,POPESTIMATE2021,30887,2021,2021-01-01
13,197,Georgia,Marion County,POPESTIMATE2021,7434,2021,2021-01-01
13,199,Georgia,Meriwether County,POPESTIMATE2021,20725,2021,2021-01-01
13,201,Georgia,Miller County,POPESTIMATE2021,5853,2021,2021-01-01
13,205,Georgia,Mitchell County,POPESTIMATE2021,21318,2021,2021-01-01
13,207,Georgia,Monroe County,POPESTIMATE2021,28753,2021,2021-01-01
13,209,Georgia,Montgomery County,POPESTIMATE2021,8646,2021,2021-01-01
13,211,Georgia,Morgan County,POPESTIMATE2021,20650,2021,2021-01-01
13,213,Georgia,Murray County,POPESTIMATE2021,39975,2021,2021-01-01
13,215,Georgia,Muscogee County,POPESTIMATE2021,205060,2021,2021-01-01
13,217,Georgia,Newton County,POPESTIMATE2021,115341,2021,2021-01-01
13,219,Georgia,Oconee County,POPESTIMATE2021,43034,2021,2021-01-01
13,221,Georgia,Oglethorpe County,POPESTIMATE2021,15187,2021,2021-01-01
13,223,Georgia,Paulding County,POPESTIMATE2021,173989,2021,2021-01-01
13,225,Georgia,Peach County,POPESTIMATE2021,28245,2021,2021-01-01
13,227,Georgia,Pickens County,POPESTIMATE2021,34021,2021,2021-01-01
13,229,Georgia,Pierce County,POPESTIMATE2021,19975,2021,2021-01-01
13,231,Georgia,Pike County,POPESTIMATE2021,19540,2021,2021-01-01
13,233,Georgia,Polk County,POPESTIMATE2021,43316,2021,2021-01-01
13,235,Georgia,Pulaski County,POPESTIMATE2021,9570,2021,2021-01-01
13,237,Georgia,Putnam County,POPESTIMATE2021,22614,2021,2021-01-01
13,239,Georgia,Quitman County,POPESTIMATE2021,2242,2021,2021-01-01
13,241,Georgia,Rabun County,POPESTIMATE2021,17120,2021,2021-01-01
13,243,Georgia,Randolph County,POPESTIMATE2021,6263,2021,2021-01-01
13,245,Georgia,Richmond County,POPESTIMATE2021,205274,2021,2021-01-01
13,247,Georgia,Rockdale County,POPESTIMATE2021,93888,2021,2021-01-01
13,249,Georgia,Schley County,POPESTIMATE2021,4486,2021,2021-01-01
13,251,Georgia,Screven County,POPESTIMATE2021,14062,2021,2021-01-01
13,253,Georgia,Seminole County,POPESTIMATE2021,9162,2021,2021-01-01
13,255,Georgia,Spalding County,POPESTIMATE2021,67765,2021,2021-01-01
13,257,Georgia,Stephens County,POPESTIMATE2021,26765,2021,2021-01-01
13,259,Georgia,Stewart County,POPESTIMATE2021,4915,2021,2021-01-01
13,261,Georgia,Sumter County,POPESTIMATE2021,28981,2021,2021-01-01
13,263,Georgia,Talbot County,POPESTIMATE2021,5755,2021,2021-01-01
13,265,Georgia,Taliaferro County,POPESTIMATE2021,1569,2021,2021-01-01
13,267,Georgia,Tattnall County,POPESTIMATE2021,24092,2021,2021-01-01
13,269,Georgia,Taylor County,POPESTIMATE2021,7769,2021,2021-01-01
13,271,Georgia,Telfair County,POPESTIMATE2021,12317,2021,2021-01-01
