STATE,COUNTY,STNAME,CTYNAME,year_col,population,year,date
1,0,Alabama,Alabama,POPESTIMATE2020,5031864,2020,2020-01-01
1,1,Alabama,Autauga County,POPESTIMATE2020,58915,2020,2020-01-01
1,3,Alabama,Baldwin County,POPESTIMATE2020,233227,2020,2020-01-01
1,5,Alabama,Barbour County,POPESTIMATE2020,24969,2020,2020-01-01
1,7,Alabama,Bibb County,POPESTIMATE2020,22188,2020,2020-01-01
1,9,Alabama,Blount County,POPESTIMATE2020,59107,2020,2020-01-01
1,11,Alabama,Bullock County,POPESTIMATE2020,10229,2020,2020-01-01
1,13,Alabama,Butler County,POPESTIMATE2020,19025,2020,2020-01-01
1,15,Alabama,Calhoun County,POPESTIMATE2020,116243,2020,2020-01-01
1,17,Alabama,Chambers County,POPESTIMATE2020,34651,2020,2020-01-01
1,19,Alabama,Cherokee County,POPESTIMATE2020,24969,2020,2020-01-01
1,21,Alabama,Chilton County,POPESTIMATE2020,45057,2020,2020-01-01
1,23,Alabama,Choctaw County,POPESTIMATE2020,12626,2020,2020-01-01
1,25,Alabama,Clarke County,POPESTIMATE2020,22987,2020,2020-01-01
1,27,Alabama,Clay County,POPESTIMATE2020,14212,2020,2020-01-01
1,29,Alabama,Cleburne County,POPESTIMATE2020,15064,2020,2020-01-01
1,31,Alabama,Coffee County,POPESTIMATE2020,53549,2020,2020-01-01
1,33,Alabama,Colbert County,POPESTIMATE2020,57304,2020,2020-01-01
1,35,Alabama,Conecuh County,POPESTIMATE2020,11554,2020,2020-01-01
1,37,Alabama,Coosa County,POPESTIMATE2020,10335,2020,2020-01-01
1,39,Alabama,Covington County,POPESTIMATE2020,37506,2020,2020-01-01
1,41,Alabama,Crenshaw County,POPESTIMATE2020,13163,2020,2020-01-01
1,43,Alabama,Cullman County,POPESTIMATE2020,88136,2020,2020-01-01
1,45,Alabama,Dale County,POPESTIMATE2020,49257,2020,2020-01-01
1,47,Alabama,Dallas County,POPESTIMATE2020,38171,2020,2020-01-01
1,49,Alabama,DeKalb County,POPESTIMATE2020,71659,2020,2020-01-01
1,51,Alabama,Elmore County,POPESTIMATE2020,87861,2020,2020-01-01
1,53,Alabama,Escambia County,POPESTIMATE2020,36685,2020,2020-01-01
1,55,Alabama,Etowah County,POPESTIMATE2020,103453,2020,2020-01-01
1,57,Alabama,Fayette County,POPESTIMATE2020,16331,2020,2020-01-01
1,59,Alabama,Franklin County,POPESTIMATE2020,32078,2020,2020-01-01
1,61,Alabama,Geneva County,POPESTIMATE2020,26698,2020,2020-01-01
1,63,Alabama,Greene County,POPESTIMATE2020,7700,2020,2020-01-01
1,65,Alabama,Hale County,POPESTIMATE2020,14772,2020,2020-01-01
1,67,Alabama,Henry County,POPESTIMATE2020,17169,2020,2020-01-01
1,69,Alabama,Houston County,POPESTIMATE2020,107284,2020,2020-01-01
1,71,Alabama,Jackson County,POPESTIMATE2020,52545,2020,2020-01-01
1,73,Alabama,Jefferson County,POPESTIMATE2020,674717,2020,2020-01-01
1,75,Alabama,Lamar County,POPESTIMATE2020,13953,2020,2020-01-01
1,77,Alabama,Lauderdale County,POPESTIMATE2020,94025,2020,2020-01-01
1,79,Alabama,Lawrence County,POPESTIMATE2020,33089,2020,2020-01-01
1,81,Alabama,Lee County,POPESTIMATE2020,174754,2020,2020-01-01
1,83,Alabama,Limestone County,POPESTIMATE2020,104203,2020,2020-01-01
1,85,Alabama,Lowndes County,POPESTIMATE2020,10285,2020,2020-01-01
1,87,Alabama,Macon County,POPESTIMATE2020,19464,2020,2020-01-01
1,89,Alabama,Madison County,POPESTIMATE2020,390503,2020,2020-01-01
1,91,Alabama,Marengo County,POPESTIMATE2020,19270,2020,2020-01-01
1,93,Alabama,Marion County,POPESTIMATE2020,29176,2020,2020-01-01
1,95,Alabama,Marshall County,POPESTIMATE2020,97702,2020,2020-01-01
1,97,Alabama,Mobile County,POPESTIMATE2020,414377,2020,2020-01-01
1,99,Alabama,Monroe County,POPESTIMATE2020,19706,2020,2020-01-01
1,101,Alabama,Montgomery County,POPESTIMATE2020,228342,2020,2020-01-01
1,103,Alabama,Morgan County,POPESTIMATE2020,123288,2020,2020-01-01
1,105,Alabama,Perry County,POPESTIMATE2020,8458,2020,2020-01-01
1,107,Alabama,Pickens County,POPESTIMATE2020,18969,2020,2020-01-01
1,109,Alabama,Pike County,POPESTIMATE2020,32900,2020,2020-01-01
1,111,Alabama,Randolph County,POPESTIMATE2020,22086,2020,2020-01-01
1,113,Alabama,Russell County,POPESTIMATE2020,59258,2020,2020-01-01
1,115,Alabama,St. Clair County,POPESTIMATE2020,91657,2020,2020-01-01
1,117,Alabama,Shelby County,POPESTIMATE2020,223912,2020,2020-01-01
1,119,Alabama,Sumter County,POPESTIMATE2020,12191,2020,2020-01-01
1,121,Alabama,Talladega County,POPESTIMATE2020,81575,2020,2020-01-01
1,123,Alabama,Tallapoosa County,POPESTIMATE2020,41284,2020,2020-01-01
1,125,Alabama,Tuscaloosa County,POPESTIMATE2020,231547,2020,2020-01-01
1,127,Alabama,Walker County,POPESTIMATE2020,65138,2020,2020-01-01
1,129,Alabama,Washington County,POPESTIMATE2020,15329,2020,2020-01-01
1,131,Alabama,Wilcox County,POPESTIMATE2020,10534,2020,2020-01-01
1,133,Alabama,Winston County,POPESTIMATE2020,23493,2020,2020-01-01
2,0,Alaska,Alaska,POPESTIMATE2020,732964,2020,2020-01-01
2,13,Alaska,Aleutians East Borough,POPESTIMATE2020,3427,2020,2020-01-01
2,16,Alaska,Aleutians West Census Area,POPESTIMATE2020,5214,2020,2020-01-01
2,20,Alaska,Anchorage Municipality,POPESTIMATE2020,290893,2020,2020-01-01
2,50,Alaska,Bethel Census Area,POPESTIMATE2020,18661,2020,2020-01-01
2,60,Alaska,Bristol Bay Borough,POPESTIMATE2020,830,2020,2020-01-01
2,63,Alaska,Chugach Census Area,POPESTIMATE2020,7080,2020,2020-01-01
2,66,Alaska,Copper River Census Area,POPESTIMATE2020,2614,2020,2020-01-01
2,68,Alaska,Denali Borough,POPESTIMATE2020,1614,2020,2020-01-01
2,70,Alaska,Dillingham Census Area,POPESTIMATE2020,4838,2020,2020-01-01
2,90,Alaska,Fairbanks North Star Borough,POPESTIMATE2020,95337,2020,2020-01-01
2,100,Alaska,Haines Borough,POPESTIMATE2020,2084,2020,2020-01-01
2,105,Alaska,Hoonah-Angoon Census Area,POPESTIMATE2020,2358,2020,2020-01-01
2,110,Alaska,Juneau City and Borough,POPESTIMATE2020,32209,2020,2020-01-01
2,122,Alaska,Kenai Peninsula Borough,POPESTIMATE2020,58942,2020,2020-01-01
2,130,Alaska,Ketchikan Gateway Borough,POPESTIMATE2020,13915,2020,2020-01-01
2,150,Alaska,Kodiak Island Borough,POPESTIMATE2020,13047,2020,2020-01-01
2,158,Alaska,Kusilvak Census Area,POPESTIMATE2020,8371,2020,2020-01-01
2,164,Alaska,Lake and Peninsula Borough,POPESTIMATE2020,1450,2020,2020-01-01
2,170,Alaska,Matanuska-Susitna Borough,POPESTIMATE2020,107504,2020,2020-01-01
2,180,Alaska,Nome Census Area,POPESTIMATE2020,10029,2020,2020-01-01
2,185,Alaska,North Slope Borough,POPESTIMATE2020,11004,2020,2020-01-01
2,188,Alaska,Northwest Arctic Borough,POPESTIMATE2020,7797,2020,2020-01-01
2,195,Alaska,Petersburg Borough,POPESTIMATE2020,3403,2020,2020-01-01
2,198,Alaska,Prince of Wales-Hyder Census Area,POPESTIMATE2020,5741,2020,2020-01-01
2,220,Alaska,Sitka City and Borough,POPESTIMATE2020,8426,2020,2020-01-01
2,230,Alaska,Skagway Municipality,POPESTIMATE2020,1238,2020,2020-01-01
2,240,Alaska,Southeast Fairbanks Census Area,POPESTIMATE2020,6821,2020,2020-01-01
2,275,Alaska,Wrangell City and Borough,POPESTIMATE2020,2126,2020,2020-01-01
2,282,Alaska,Yakutat City and Borough,POPESTIMATE2020,682,2020,2020-01-01
2,290,Alaska,Yukon-Koyukuk Census Area,POPESTIMATE2020,5309,2020,2020-01-01
4,0,Arizona,Arizona,POPESTIMATE2020,7186683,2020,2020-01-01
4,1,Arizona,Apache County,POPESTIMATE2020,65913,2020,2020-01-01
4,3,Arizona,Cochise County,POPESTIMATE2020,125527,2020,2020-01-01
4,5,Arizona,Coconino County,POPESTIMATE2020,145192,2020,2020-01-01
4,7,Arizona,Gila County,POPESTIMATE2020,53351,2020,2020-01-01
4,9,Arizona,Graham County,POPESTIMATE2020,38646,2020,2020-01-01
4,11,Arizona,Greenlee County,POPESTIMATE2020,9528,2020,2020-01-01
4,12,Arizona,La Paz County,POPESTIMATE2020,16569,2020,2020-01-01
4,13,Arizona,Maricopa County,POPESTIMATE2020,4445059,2020,2020-01-01
4,15,Arizona,Mohave County,POPESTIMATE2020,214185,2020,2020-01-01
4,17,Arizona,Navajo County,POPESTIMATE2020,106763,2020,2020-01-01
4,19,Arizona,Pima County,POPESTIMATE2020,1045175,2020,2020-01-01
4,21,Arizona,Pinal County,POPESTIMATE2020,430187,2020,2020-01-01
4,23,Arizona,Santa Cruz County,POPESTIMATE2020,47712,2020,2020-01-01
4,25,Arizona,Yavapai County,POPESTIMATE2020,237217,2020,2020-01-01
4,27,Arizona,Yuma County,POPESTIMATE2020,205659,2020,2020-01-01
5,0,Arkansas,Arkansas,POPESTIMATE2020,3014348,2020,2020-01-01
5,1,Arkansas,Arkansas County,POPESTIMATE2020,17107,2020,2020-01-01
5,3,Arkansas,Ashley County,POPESTIMATE2020,18957,2020,2020-01-01
5,5,Arkansas,Baxter County,POPESTIMATE2020,41686,2020,2020-01-01
5,7,Arkansas,Benton County,POPESTIMATE2020,286618,2020,2020-01-01
5,9,Arkansas,Boone County,POPESTIMATE2020,37381,2020,2020-01-01
5,11,Arkansas,Bradley County,POPESTIMATE2020,10495,2020,2020-01-01
5,13,Arkansas,Calhoun County,POPESTIMATE2020,4736,2020,2020-01-01
5,15,Arkansas,Carroll County,POPESTIMATE2020,28240,2020,2020-01-01
5,17,Arkansas,Chicot County,POPESTIMATE2020,10156,2020,2020-01-01
5,19,Arkansas,Clark County,POPESTIMATE2020,21385,2020,2020-01-01
5,21,Arkansas,Clay County,POPESTIMATE2020,14529,2020,2020-01-01
5,23,Arkansas,Cleburne County,POPESTIMATE2020,24704,2020,2020-01-01
5,25,Arkansas,Cleveland County,POPESTIMATE2020,7552,2020,2020-01-01
5,27,Arkansas,Columbia County,POPESTIMATE2020,22744,2020,2020-01-01
5,29,Arkansas,Conway County,POPESTIMATE2020,20730,2020,2020-01-01
5,31,Arkansas,Craighead County,POPESTIMATE2020,111619,2020,2020-01-01
5,33,Arkansas,Crawford County,POPESTIMATE2020,60142,2020,2020-01-01
5,35,Arkansas,Crittenden County,POPESTIMATE2020,48076,2020,2020-01-01
5,37,Arkansas,Cross County,POPESTIMATE2020,16795,2020,2020-01-01
5,39,Arkansas,Dallas County,POPESTIMATE2020,6444,2020,2020-01-01
5,41,Arkansas,Desha County,POPESTIMATE2020,11324,2020,2020-01-01
5,43,Arkansas,Drew County,POPESTIMATE2020,17313,2020,2020-01-01
5,45,Arkansas,Faulkner County,POPESTIMATE2020,123820,2020,2020-01-01
5,47,Arkansas,Franklin County,POPESTIMATE2020,17139,2020,2020-01-01
5,49,Arkansas,Fulton County,POPESTIMATE2020,12054,2020,2020-01-01
5,51,Arkansas,Garland County,POPESTIMATE2020,100258,2020,2020-01-01
5,53,Arkansas,Grant County,POPESTIMATE2020,18018,2020,2020-01-01
5,55,Arkansas,Greene County,POPESTIMATE2020,45864,2020,2020-01-01
5,57,Arkansas,Hempstead County,POPESTIMATE2020,19989,2020,2020-01-01
5,59,Arkansas,Hot Spring County,POPESTIMATE2020,33075,2020,2020-01-01
5,61,Arkansas,Howard County,POPESTIMATE2020,12757,2020,2020-01-01
5,63,Arkansas,Independence County,POPESTIMATE2020,37940,2020,2020-01-01
5,65,Arkansas,Izard County,POPESTIMATE2020,13602,2020,2020-01-01
5,67,Arkansas,Jackson County,POPESTIMATE2020,16761,2020,2020-01-01
5,69,Arkansas,Jefferson County,POPESTIMATE2020,66830,2020,2020-01-01
5,71,Arkansas,Johnson County,POPESTIMATE2020,25724,2020,2020-01-01
5,73,Arkansas,Lafayette County,POPESTIMATE2020,6293,2020,2020-01-01
5,75,Arkansas,Lawrence County,POPESTIMATE2020,16218,2020,2020-01-01
5,77,Arkansas,Lee County,POPESTIMATE2020,8526,2020,2020-01-01
5,79,Arkansas,Lincoln County,POPESTIMATE2020,12890,2020,2020-01-01
5,81,Arkansas,Little River County,POPESTIMATE2020,11974,2020,2020-01-01
5,83,Arkansas,Logan County,POPESTIMATE2020,21100,2020,2020-01-01
5,85,Arkansas,Lonoke County,POPESTIMATE2020,74055,2020,2020-01-01
5,87,Arkansas,Madison County,POPESTIMATE2020,16545,2020,2020-01-01
5,89,Arkansas,Marion County,POPESTIMATE2020,16873,2020,2020-01-01
5,91,Arkansas,Miller County,POPESTIMATE2020,42588,2020,2020-01-01
5,93,Arkansas,Mississippi County,POPESTIMATE2020,40538,2020,2020-01-01
5,95,Arkansas,Monroe County,POPESTIMATE2020,6776,2020,2020-01-01
5,97,Arkansas,Montgomery County,POPESTIMATE2020,8485,2020,2020-01-01
5,99,Arkansas,Nevada County,POPESTIMATE2020,8284,2020,2020-01-01
5,101,Arkansas,Newton County,POPESTIMATE2020,7196,2020,2020-01-01
5,103,Arkansas,Ouachita County,POPESTIMATE2020,22615,2020,2020-01-01
5,105,Arkansas,Perry County,POPESTIMATE2020,9997,2020,2020-01-01
5,107,Arkansas,Phillips County,POPESTIMATE2020,16440,2020,2020-01-01
5,109,Arkansas,Pike County,POPESTIMATE2020,10162,2020,2020-01-01
5,111,Arkansas,Poinsett County,POPESTIMATE2020,22954,2020,2020-01-01
5,113,Arkansas,Polk County,POPESTIMATE2020,19177,2020,2020-01-01
5,115,Arkansas,Pope County,POPESTIMATE2020,63410,2020,2020-01-01
5,117,Arkansas,Prairie County,POPESTIMATE2020,8249,2020,2020-01-01
5,119,Arkansas,Pulaski County,POPESTIMATE2020,399274,2020,2020-01-01
5,121,Arkansas,Randolph County,POPESTIMATE2020,18595,2020,2020-01-01
5,123,Arkansas,St. Francis County,POPESTIMATE2020,23021,2020,2020-01-01
5,125,Arkansas,Saline County,POPESTIMATE2020,123826,2020,2020-01-01
5,127,Arkansas,Scott County,POPESTIMATE2020,9834,2020,2020-01-01
5,129,Arkansas,Searcy County,POPESTIMATE2020,7840,2020,2020-01-01
5,131,Arkansas,Sebastian County,POPESTIMATE2020,127808,2020,2020-01-01
5,133,Arkansas,Sevier County,POPESTIMATE2020,15778,2020,2020-01-01
5,135,Arkansas,Sharp County,POPESTIMATE2020,17314,2020,2020-01-01
5,137,Arkansas,Stone County,POPESTIMATE2020,12349,2020,2020-01-01
5,139,Arkansas,Union County,POPESTIMATE2020,38931,2020,2020-01-01
5,141,Arkansas,Van Buren County,POPESTIMATE2020,15799,2020,2020-01-01
5,143,Arkansas,Washington County,POPESTIMATE2020,246774,2020,2020-01-01
5,145,Arkansas,White County,POPESTIMATE2020,76860,2020,2020-01-01
5,147,Arkansas,Woodruff County,POPESTIMATE2020,6224,2020,2020-01-01
5,149,Arkansas,Yell County,POPESTIMATE2020,20212,2020,2020-01-01
6,0,California,California,POPESTIMATE2020,39503200,2020,2020-01-01
6,1,California,Alameda County,POPESTIMATE2020,1680466,2020,2020-01-01
6,3,California,Alpine County,POPESTIMATE2020,1205,2020,2020-01-01
6,5,California,Amador County,POPESTIMATE2020,40525,2020,2020-01-01
6,7,California,Butte County,POPESTIMATE2020,210151,2020,2020-01-01
6,9,California,Calaveras County,POPESTIMATE2020,45348,2020,2020-01-01
6,11,California,Colusa County,POPESTIMATE2020,21864,2020,2020-01-01
6,13,California,Contra Costa County,POPESTIMATE2020,1166069,2020,2020-01-01
6,15,California,Del Norte County,POPESTIMATE2020,27604,2020,2020-01-01
6,17,California,El Dorado County,POPESTIMATE2020,191245,2020,2020-01-01
6,19,California,Fresno County,POPESTIMATE2020,1009552,2020,2020-01-01
6,21,California,Glenn County,POPESTIMATE2020,28904,2020,2020-01-01
6,23,California,Humboldt County,POPESTIMATE2020,136262,2020,2020-01-01
6,25,California,Imperial County,POPESTIMATE2020,179612,2020,2020-01-01
6,27,California,Inyo County,POPESTIMATE2020,18987,2020,2020-01-01
6,29,California,Kern County,POPESTIMATE2020,905910,2020,2020-01-01
6,31,California,Kings County,POPESTIMATE2020,152844,2020,2020-01-01
6,33,California,Lake County,POPESTIMATE2020,68199,2020,2020-01-01
6,35,California,Lassen County,POPESTIMATE2020,32315,2020,2020-01-01
6,37,California,Los Angeles County,POPESTIMATE2020,9992813,2020,2020-01-01
6,39,California,Madera County,POPESTIMATE2020,156345,2020,2020-01-01
6,41,California,Marin County,POPESTIMATE2020,261306,2020,2020-01-01
6,43,California,Mariposa County,POPESTIMATE2020,17119,2020,2020-01-01
6,45,California,Mendocino County,POPESTIMATE2020,91367,2020,2020-01-01
6,47,California,Merced County,POPESTIMATE2020,281830,2020,2020-01-01
6,49,California,Modoc County,POPESTIMATE2020,8681,2020,2020-01-01
6,51,California,Mono County,POPESTIMATE2020,13228,2020,2020-01-01
6,53,California,Monterey County,POPESTIMATE2020,438322,2020,2020-01-01
6,55,California,Napa County,POPESTIMATE2020,137459,2020,2020-01-01
6,57,California,Nevada County,POPESTIMATE2020,102265,2020,2020-01-01
6,59,California,Orange County,POPESTIMATE2020,3185734,2020,2020-01-01
6,61,California,Placer County,POPESTIMATE2020,405927,2020,2020-01-01
6,63,California,Plumas County,POPESTIMATE2020,19746,2020,2020-01-01
6,65,California,Riverside County,POPESTIMATE2020,2422993,2020,2020-01-01
6,67,California,Sacramento County,POPESTIMATE2020,1586566,2020,2020-01-01
6,69,California,San Benito County,POPESTIMATE2020,64530,2020,2020-01-01
6,71,California,San Bernardino County,POPESTIMATE2020,2183391,2020,2020-01-01
6,73,California,San Diego County,POPESTIMATE2020,3295298,2020,2020-01-01
6,75,California,San Francisco County,POPESTIMATE2020,870518,2020,2020-01-01
6,77,California,San Joaquin County,POPESTIMATE2020,780617,2020,2020-01-01
6,79,California,San Luis Obispo County,POPESTIMATE2020,281884,2020,2020-01-01
6,81,California,San Mateo County,POPESTIMATE2020,762479,2020,2020-01-01
6,83,California,Santa Barbara County,POPESTIMATE2020,448424,2020,2020-01-01
6,85,California,Santa Clara County,POPESTIMATE2020,1931168,2020,2020-01-01
6,87,California,Santa Cruz County,POPESTIMATE2020,270474,2020,2020-01-01
6,89,California,Shasta County,POPESTIMATE2020,182002,2020,2020-01-01
6,91,California,Sierra County,POPESTIMATE2020,3225,2020,2020-01-01
6,93,California,Siskiyou County,POPESTIMATE2020,43995,2020,2020-01-01
6,95,California,Solano County,POPESTIMATE2020,452723,2020,2020-01-01
6,97,California,Sonoma County,POPESTIMATE2020,488282,2020,2020-01-01
6,99,California,Stanislaus County,POPESTIMATE2020,553257,2020,2020-01-01
6,101,California,Sutter County,POPESTIMATE2020,99479,2020,2020-01-01
6,103,California,Tehama County,POPESTIMATE2020,65687,2020,2020-01-01
6,105,California,Trinity County,POPESTIMATE2020,16091,2020,2020-01-01
6,107,California,Tulare County,POPESTIMATE2020,473914,2020,2020-01-01
6,109,California,Tuolumne County,POPESTIMATE2020,55379,2020,2020-01-01
6,111,California,Ventura County,POPESTIMATE2020,843371,2020,2020-01-01
6,113,California,Yolo County,POPESTIMATE2020,216291,2020,2020-01-01
6,115,California,Yuba County,POPESTIMATE2020,81958,2020,2020-01-01
8,0,Colorado,Colorado,POPESTIMATE2020,5785219,2020,2020-01-01
8,1,Colorado,Adams County,POPESTIMATE2020,520500,2020,2020-01-01
8,3,Colorado,Alamosa County,POPESTIMATE2020,16377,2020,2020-01-01
8,5,Colorado,Arapahoe County,POPESTIMATE2020,655272,2020,2020-01-01
8,7,Colorado,Archuleta County,POPESTIMATE2020,13424,2020,2020-01-01
8,9,Colorado,Baca County,POPESTIMATE2020,3480,2020,2020-01-01
8,11,Colorado,Bent County,POPESTIMATE2020,5473,2020,2020-01-01
8,13,Colorado,Boulder County,POPESTIMATE2020,330938,2020,2020-01-01
8,14,Colorado,Broomfield County,POPESTIMATE2020,74490,2020,2020-01-01
8,15,Colorado,Chaffee County,POPESTIMATE2020,19484,2020,2020-01-01
8,17,Colorado,Cheyenne County,POPESTIMATE2020,1746,2020,2020-01-01
8,19,Colorado,Clear Creek County,POPESTIMATE2020,9393,2020,2020-01-01
8,21,Colorado,Conejos County,POPESTIMATE2020,7451,2020,2020-01-01
8,23,Colorado,Costilla County,POPESTIMATE2020,3502,2020,2020-01-01
8,25,Colorado,Crowley County,POPESTIMATE2020,5688,2020,2020-01-01
8,27,Colorado,Custer County,POPESTIMATE2020,4723,2020,2020-01-01
8,29,Colorado,Delta County,POPESTIMATE2020,31056,2020,2020-01-01
8,31,Colorado,Denver County,POPESTIMATE2020,717606,2020,2020-01-01
8,33,Colorado,Dolores County,POPESTIMATE2020,2331,2020,2020-01-01
8,35,Colorado,Douglas County,POPESTIMATE2020,360323,2020,2020-01-01
8,37,Colorado,Eagle County,POPESTIMATE2020,55657,2020,2020-01-01
8,39,Colorado,Elbert County,POPESTIMATE2020,26216,2020,2020-01-01
8,41,Colorado,El Paso County,POPESTIMATE2020,732384,2020,2020-01-01
8,43,Colorado,Fremont County,POPESTIMATE2020,48878,2020,2020-01-01
8,45,Colorado,Garfield County,POPESTIMATE2020,61794,2020,2020-01-01
8,47,Colorado,Gilpin County,POPESTIMATE2020,5820,2020,2020-01-01
8,49,Colorado,Grand County,POPESTIMATE2020,15747,2020,2020-01-01
8,51,Colorado,Gunnison County,POPESTIMATE2020,16950,2020,2020-01-01
8,53,Colorado,Hinsdale County,POPESTIMATE2020,788,2020,2020-01-01
8,55,Colorado,Huerfano County,POPESTIMATE2020,6827,2020,2020-01-01
8,57,Colorado,Jackson County,POPESTIMATE2020,1379,2020,2020-01-01
8,59,Colorado,Jefferson County,POPESTIMATE2020,583081,2020,2020-01-01
8,61,Colorado,Kiowa County,POPESTIMATE2020,1455,2020,2020-01-01
8,63,Colorado,Kit Carson County,POPESTIMATE2020,7062,2020,2020-01-01
8,65,Colorado,Lake County,POPESTIMATE2020,7408,2020,2020-01-01
8,67,Colorado,La Plata County,POPESTIMATE2020,55673,2020,2020-01-01
8,69,Colorado,Larimer County,POPESTIMATE2020,359923,2020,2020-01-01
8,71,Colorado,Las Animas County,POPESTIMATE2020,14490,2020,2020-01-01
8,73,Colorado,Lincoln County,POPESTIMATE2020,5662,2020,2020-01-01
8,75,Colorado,Logan County,POPESTIMATE2020,21210,2020,2020-01-01
8,77,Colorado,Mesa County,POPESTIMATE2020,156011,2020,2020-01-01
8,79,Colorado,Mineral County,POPESTIMATE2020,874,2020,2020-01-01
8,81,Colorado,Moffat County,POPESTIMATE2020,13269,2020,2020-01-01
8,83,Colorado,Montezuma County,POPESTIMATE2020,25887,2020,2020-01-01
8,85,Colorado,Montrose County,POPESTIMATE2020,42818,2020,2020-01-01
8,87,Colorado,Morgan County,POPESTIMATE2020,29076,2020,2020-01-01
8,89,Colorado,Otero County,POPESTIMATE2020,18664,2020,2020-01-01
8,91,Colorado,Ouray County,POPESTIMATE2020,4882,2020,2020-01-01
8,93,Colorado,Park County,POPESTIMATE2020,17418,2020,2020-01-01
8,95,Colorado,Phillips County,POPESTIMATE2020,4527,2020,2020-01-01
8,97,Colorado,Pitkin County,POPESTIMATE2020,17355,2020,2020-01-01
8,99,Colorado,Prowers County,POPESTIMATE2020,12017,2020,2020-01-01
8,101,Colorado,Pueblo County,POPESTIMATE2020,168337,2020,2020-01-01
8,103,Colorado,Rio Blanco County,POPESTIMATE2020,6520,2020,2020-01-01
8,105,Colorado,Rio Grande County,POPESTIMATE2020,11541,2020,2020-01-01
8,107,Colorado,Routt County,POPESTIMATE2020,24832,2020,2020-01-01
8,109,Colorado,Saguache County,POPESTIMATE2020,6389,2020,2020-01-01
8,111,Colorado,San Juan County,POPESTIMATE2020,711,2020,2020-01-01
8,113,Colorado,San Miguel County,POPESTIMATE2020,8054,2020,2020-01-01
8,115,Colorado,Sedgwick County,POPESTIMATE2020,2389,2020,2020-01-01
8,117,Colorado,Summit County,POPESTIMATE2020,31001,2020,2020-01-01
8,119,Colorado,Teller County,POPESTIMATE2020,24744,2020,2020-01-01
8,121,Colorado,Washington County,POPESTIMATE2020,4813,2020,2020-01-01
8,123,Colorado,Weld County,POPESTIMATE2020,331458,2020,2020-01-01
8,125,Colorado,Yuma County,POPESTIMATE2020,9971,2020,2020-01-01
9,0,Connecticut,Connecticut,POPESTIMATE2020,3577586,2020,2020-01-01
9,110,Connecticut,Capitol Planning Region,POPESTIMATE2020,962436,2020,2020-01-01
9,120,Connecticut,Greater Bridgeport Planning Region,POPESTIMATE2020,324387,2020,2020-01-01
9,130,Connecticut,Lower Connecticut River Valley Planning Region,POPESTIMATE2020,173268,2020,2020-01-01
9,140,Connecticut,Naugatuck Valley Planning Region,POPESTIMATE2020,449285,2020,2020-01-01
9,150,Connecticut,Northeastern Connecticut Planning Region,POPESTIMATE2020,95222,2020,2020-01-01
9,160,Connecticut,Northwest Hills Planning Region,POPESTIMATE2020,112202,2020,2020-01-01
9,170,Connecticut,South Central Connecticut Planning Region,POPESTIMATE2020,564076,2020,2020-01-01
9,180,Connecticut,Southeastern Connecticut Planning Region,POPESTIMATE2020,278342,2020,2020-01-01
9,190,Connecticut,Western Connecticut Planning Region,POPESTIMATE2020,618368,2020,2020-01-01
10,0,Delaware,Delaware,POPESTIMATE2020,991862,2020,2020-01-01
10,1,Delaware,Kent County,POPESTIMATE2020,182315,2020,2020-01-01
10,3,Delaware,New Castle County,POPESTIMATE2020,570918,2020,2020-01-01
10,5,Delaware,Sussex County,POPESTIMATE2020,238629,2020,2020-01-01
11,0,District of Columbia,District of Columbia,POPESTIMATE2020,670839,2020,2020-01-01
11,1,District of Columbia,District of Columbia,POPESTIMATE2020,670839,2020,2020-01-01
12,0,Florida,Florida,POPESTIMATE2020,21591299,2020,2020-01-01
12,1,Florida,Alachua County,POPESTIMATE2020,279737,2020,2020-01-01
12,3,Florida,Baker County,POPESTIMATE2020,28116,2020,2020-01-01
12,5,Florida,Bay County,POPESTIMATE2020,174525,2020,2020-01-01
12,7,Florida,Bradford County,POPESTIMATE2020,28222,2020,2020-01-01
12,9,Florida,Brevard County,POPESTIMATE2020,608775,2020,2020-01-01
12,11,Florida,Broward County,POPESTIMATE2020,1943398,2020,2020-01-01
12,13,Florida,Calhoun County,POPESTIMATE2020,13707,2020,2020-01-01
12,15,Florida,Charlotte County,POPESTIMATE2020,187995,2020,2020-01-01
12,17,Florida,Citrus County,POPESTIMATE2020,154568,2020,2020-01-01
12,19,Florida,Clay County,POPESTIMATE2020,218951,2020,2020-01-01
12,21,Florida,Collier County,POPESTIMATE2020,377310,2020,2020-01-01
12,23,Florida,Columbia County,POPESTIMATE2020,69740,2020,2020-01-01
12,27,Florida,DeSoto County,POPESTIMATE2020,34086,2020,2020-01-01
12,29,Florida,Dixie County,POPESTIMATE2020,16687,2020,2020-01-01
12,31,Florida,Duval County,POPESTIMATE2020,997784,2020,2020-01-01
12,33,Florida,Escambia County,POPESTIMATE2020,322568,2020,2020-01-01
12,35,Florida,Flagler County,POPESTIMATE2020,116028,2020,2020-01-01
12,37,Florida,Franklin County,POPESTIMATE2020,12468,2020,2020-01-01
12,39,Florida,Gadsden County,POPESTIMATE2020,43411,2020,2020-01-01
12,41,Florida,Gilchrist County,POPESTIMATE2020,17882,2020,2020-01-01
12,43,Florida,Glades County,POPESTIMATE2020,12078,2020,2020-01-01
12,45,Florida,Gulf County,POPESTIMATE2020,14259,2020,2020-01-01
