cbsa_code,date,employment
47260,2022-02-01,786.4
47260,2022-01-01,781.5
47260,2021-12-01,786.1
47260,2021-11-01,784.7
47260,2021-10-01,781.2
47260,2021-09-01,777.1
47260,2021-08-01,778.0
47260,2021-07-01,778.0
47260,2021-06-01,771.4
47260,2021-05-01,770.6
47260,2021-04-01,769.2
47260,2021-03-01,769.0
47260,2021-02-01,767.6
47260,2021-01-01,767.8
47260,2020-12-01,767.4
47260,2020-11-01,765.9
47260,2020-10-01,764.7
47260,2020-09-01,760.1
47260,2020-08-01,749.8
47260,2020-07-01,742.1
47260,2020-06-01,730.5
47260,2020-05-01,711.8
47260,2020-04-01,704.9
47260,2020-03-01,800.6
47260,2020-02-01,805.7
47260,2020-01-01,807.3
