metro_code,series_id,year,period,value,footnotes
41740,SMS06417400000000001,2024,M06,1554.4,[{}]
41740,SMS06417400000000001,2024,M05,1554.6,[{}]
41740,SMS06417400000000001,2024,M04,1556.2,[{}]
41740,SMS06417400000000001,2024,M03,1557.7,[{}]
41740,SMS06417400000000001,2024,M02,1557.0,[{}]
41740,SMS06417400000000001,2024,M01,1566.3,[{}]
41740,SMS06417400000000001,2023,M12,1554.0,[{}]
41740,SMS06417400000000001,2023,M11,1552.4,[{}]
41740,SMS06417400000000001,2023,M10,1552.8,[{}]
41740,SMS06417400000000001,2023,M09,1555.7,[{}]
41740,SMS06417400000000001,2023,M08,1553.2,[{}]
41740,SMS06417400000000001,2023,M07,1549.5,[{}]
41740,SMS06417400000000001,2023,M06,1554.2,[{}]
41740,SMS06417400000000001,2023,M05,1552.0,[{}]
41740,SMS06417400000000001,2023,M04,1544.4,[{}]
41740,SMS06417400000000001,2023,M03,1547.5,[{}]
41740,SMS06417400000000001,2023,M02,1546.3,[{}]
41740,SMS06417400000000001,2023,M01,1543.8,[{}]
41740,SMS06417400000000001,2022,M12,1547.3,[{}]
41740,SMS06417400000000001,2022,M11,1545.2,[{}]
41740,SMS06417400000000001,2022,M10,1543.1,[{}]
41740,SMS06417400000000001,2022,M09,1541.7,[{}]
41740,SMS06417400000000001,2022,M08,1536.6,[{}]
41740,SMS06417400000000001,2022,M07,1533.0,[{}]
41740,SMS06417400000000001,2022,M06,1531.0,[{}]
41740,SMS06417400000000001,2022,M05,1528.4,[{}]
41740,SMS06417400000000001,2022,M04,1526.7,[{}]
41740,SMS06417400000000001,2022,M03,1520.4,[{}]
41740,SMS06417400000000001,2022,M02,1514.3,[{}]
41740,SMS06417400000000001,2022,M01,1504.1,[{}]
41740,SMS06417400000000001,2021,M12,1499.9,[{}]
41740,SMS06417400000000001,2021,M11,1495.4,[{}]
41740,SMS06417400000000001,2021,M10,1488.4,[{}]
41740,SMS06417400000000001,2021,M09,1465.6,[{}]
41740,SMS06417400000000001,2021,M08,1460.2,[{}]
41740,SMS06417400000000001,2021,M07,1454.4,[{}]
41740,SMS06417400000000001,2021,M06,1433.0,[{}]
41740,SMS06417400000000001,2021,M05,1426.2,[{}]
41740,SMS06417400000000001,2021,M04,1416.6,[{}]
41740,SMS06417400000000001,2021,M03,1403.1,[{}]
41740,SMS06417400000000001,2021,M02,1394.1,[{}]
41740,SMS06417400000000001,2021,M01,1367.3,[{}]
41740,SMS06417400000000001,2020,M12,1375.7,[{}]
41740,SMS06417400000000001,2020,M11,1390.8,[{}]
41740,SMS06417400000000001,2020,M10,1387.9,[{}]
41740,SMS06417400000000001,2020,M09,1365.4,[{}]
41740,SMS06417400000000001,2020,M08,1348.8,[{}]
41740,SMS06417400000000001,2020,M07,1343.0,[{}]
41740,SMS06417400000000001,2020,M06,1331.9,[{}]
41740,SMS06417400000000001,2020,M05,1274.2,[{}]
41740,SMS06417400000000001,2020,M04,1264.8,[{}]
41740,SMS06417400000000001,2020,M03,1505.2,[{}]
41740,SMS06417400000000001,2020,M02,1523.0,[{}]
41740,SMS06417400000000001,2020,M01,1519.0,[{}]
41940,SMS06419400000000001,2024,M12,1152.7,[{}]
41940,SMS06419400000000001,2024,M11,1151.4,[{}]
41940,SMS06419400000000001,2024,M10,1149.7,[{}]
41940,SMS06419400000000001,2024,M09,1146.5,[{}]
41940,SMS06419400000000001,2024,M08,1148.2,[{}]
41940,SMS06419400000000001,2024,M07,1149.7,[{}]
41940,SMS06419400000000001,2024,M06,1150.5,[{}]
41940,SMS06419400000000001,2024,M05,1152.7,[{}]
41940,SMS06419400000000001,2024,M04,1152.4,[{}]
41940,SMS06419400000000001,2024,M03,1154.1,[{}]
41940,SMS06419400000000001,2024,M02,1155.4,[{}]
41940,SMS06419400000000001,2024,M01,1161.9,[{}]
41940,SMS06419400000000001,2023,M12,1148.9,[{}]
41940,SMS06419400000000001,2023,M11,1147.0,[{}]
41940,SMS06419400000000001,2023,M10,1150.0,[{}]
41940,SMS06419400000000001,2023,M09,1154.1,[{}]
41940,SMS06419400000000001,2023,M08,1150.5,[{}]
41940,SMS06419400000000001,2023,M07,1151.2,[{}]
41940,SMS06419400000000001,2023,M06,1153.2,[{}]
41940,SMS06419400000000001,2023,M05,1154.2,[{}]
41940,SMS06419400000000001,2023,M04,1155.7,[{}]
41940,SMS06419400000000001,2023,M03,1158.8,[{}]
41940,SMS06419400000000001,2023,M02,1162.3,[{}]
41940,SMS06419400000000001,2023,M01,1161.6,[{}]
41940,SMS06419400000000001,2022,M12,1160.5,[{}]
41940,SMS06419400000000001,2022,M11,1160.9,[{}]
41940,SMS06419400000000001,2022,M10,1159.2,[{}]
41940,SMS06419400000000001,2022,M09,1160.0,[{}]
41940,SMS06419400000000001,2022,M08,1157.6,[{}]
41940,SMS06419400000000001,2022,M07,1155.0,[{}]
41940,SMS06419400000000001,2022,M06,1151.5,[{}]
41940,SMS06419400000000001,2022,M05,1149.0,[{}]
41940,SMS06419400000000001,2022,M04,1147.0,[{}]
41940,SMS06419400000000001,2022,M03,1141.8,[{}]
41940,SMS06419400000000001,2022,M02,1137.2,[{}]
41940,SMS06419400000000001,2022,M01,1132.0,[{}]
41940,SMS06419400000000001,2021,M12,1129.8,[{}]
41940,SMS06419400000000001,2021,M11,1123.8,[{}]
41940,SMS06419400000000001,2021,M10,1118.4,[{}]
41940,SMS06419400000000001,2021,M09,1110.4,[{}]
41940,SMS06419400000000001,2021,M08,1106.0,[{}]
41940,SMS06419400000000001,2021,M07,1102.4,[{}]
41940,SMS06419400000000001,2021,M06,1091.8,[{}]
41940,SMS06419400000000001,2021,M05,1089.6,[{}]
41940,SMS06419400000000001,2021,M04,1085.5,[{}]
41940,SMS06419400000000001,2021,M03,1078.1,[{}]
41940,SMS06419400000000001,2021,M02,1073.1,[{}]
41940,SMS06419400000000001,2021,M01,1063.4,[{}]
41940,SMS06419400000000001,2020,M12,1065.2,[{}]
41940,SMS06419400000000001,2020,M11,1067.0,[{}]
41940,SMS06419400000000001,2020,M10,1063.9,[{}]
41940,SMS06419400000000001,2020,M09,1060.1,[{}]
41940,SMS06419400000000001,2020,M08,1051.6,[{}]
41940,SMS06419400000000001,2020,M07,1047.2,[{}]
41940,SMS06419400000000001,2020,M06,1042.3,[{}]
41940,SMS06419400000000001,2020,M05,1025.7,[{}]
41940,SMS06419400000000001,2020,M04,1008.4,[{}]
41940,SMS06419400000000001,2020,M03,1152.0,[{}]
41940,SMS06419400000000001,2020,M02,1165.5,[{}]
41940,SMS06419400000000001,2020,M01,1164.5,[{}]
40900,SMS06409000000000001,2024,M12,1098.4,[{}]
40900,SMS06409000000000001,2024,M11,1092.7,[{}]
40900,SMS06409000000000001,2024,M10,1089.2,[{}]
40900,SMS06409000000000001,2024,M09,1089.1,[{}]
40900,SMS06409000000000001,2024,M08,1090.0,[{}]
40900,SMS06409000000000001,2024,M07,1088.5,[{}]
40900,SMS06409000000000001,2024,M06,1086.3,[{}]
40900,SMS06409000000000001,2024,M05,1086.4,[{}]
40900,SMS06409000000000001,2024,M04,1086.0,[{}]
40900,SMS06409000000000001,2024,M03,1086.2,[{}]
40900,SMS06409000000000001,2024,M02,1082.1,[{}]
40900,SMS06409000000000001,2024,M01,1089.5,[{}]
40900,SMS06409000000000001,2023,M12,1081.4,[{}]
40900,SMS06409000000000001,2023,M11,1081.2,[{}]
40900,SMS06409000000000001,2023,M10,1080.2,[{}]
40900,SMS06409000000000001,2023,M09,1078.9,[{}]
40900,SMS06409000000000001,2023,M08,1074.8,[{}]
40900,SMS06409000000000001,2023,M07,1072.7,[{}]
40900,SMS06409000000000001,2023,M06,1073.5,[{}]
40900,SMS06409000000000001,2023,M05,1071.5,[{}]
40900,SMS06409000000000001,2023,M04,1065.0,[{}]
40900,SMS06409000000000001,2023,M03,1065.1,[{}]
40900,SMS06409000000000001,2023,M02,1065.2,[{}]
40900,SMS06409000000000001,2023,M01,1064.4,[{}]
40900,SMS06409000000000001,2022,M12,1065.5,[{}]
40900,SMS06409000000000001,2022,M11,1064.8,[{}]
40900,SMS06409000000000001,2022,M10,1062.6,[{}]
40900,SMS06409000000000001,2022,M09,1063.1,[{}]
40900,SMS06409000000000001,2022,M08,1062.7,[{}]
40900,SMS06409000000000001,2022,M07,1060.3,[{}]
40900,SMS06409000000000001,2022,M06,1055.5,[{}]
40900,SMS06409000000000001,2022,M05,1055.4,[{}]
40900,SMS06409000000000001,2022,M04,1054.1,[{}]
40900,SMS06409000000000001,2022,M03,1050.8,[{}]
40900,SMS06409000000000001,2022,M02,1046.6,[{}]
40900,SMS06409000000000001,2022,M01,1041.3,[{}]
40900,SMS06409000000000001,2021,M12,1038.2,[{}]
40900,SMS06409000000000001,2021,M11,1036.0,[{}]
40900,SMS06409000000000001,2021,M10,1035.2,[{}]
40900,SMS06409000000000001,2021,M09,1022.8,[{}]
40900,SMS06409000000000001,2021,M08,1023.5,[{}]
40900,SMS06409000000000001,2021,M07,1022.1,[{}]
40900,SMS06409000000000001,2021,M06,1008.5,[{}]
40900,SMS06409000000000001,2021,M05,1004.5,[{}]
40900,SMS06409000000000001,2021,M04,1002.2,[{}]
40900,SMS06409000000000001,2021,M03,994.5,[{}]
40900,SMS06409000000000001,2021,M02,988.0,[{}]
40900,SMS06409000000000001,2021,M01,980.0,[{}]
40900,SMS06409000000000001,2020,M12,975.7,[{}]
40900,SMS06409000000000001,2020,M11,980.9,[{}]
40900,SMS06409000000000001,2020,M10,978.0,[{}]
40900,SMS06409000000000001,2020,M09,964.3,[{}]
40900,SMS06409000000000001,2020,M08,952.8,[{}]
40900,SMS06409000000000001,2020,M07,950.4,[{}]
40900,SMS06409000000000001,2020,M06,942.1,[{}]
40900,SMS06409000000000001,2020,M05,910.1,[{}]
40900,SMS06409000000000001,2020,M04,897.2,[{}]
40900,SMS06409000000000001,2020,M03,1030.8,[{}]
40900,SMS06409000000000001,2020,M02,1037.5,[{}]
40900,SMS06409000000000001,2020,M01,1036.8,[{}]
19100,SMS48191000000000001,2024,M12,4286.6,[{}]
19100,SMS48191000000000001,2024,M11,4276.7,[{}]
19100,SMS48191000000000001,2024,M10,4277.8,[{}]
19100,SMS48191000000000001,2024,M09,4273.4,[{}]
19100,SMS48191000000000001,2024,M08,4270.8,[{}]
19100,SMS48191000000000001,2024,M07,4264.0,[{}]
19100,SMS48191000000000001,2024,M06,4255.8,[{}]
19100,SMS48191000000000001,2024,M05,4255.8,[{}]
19100,SMS48191000000000001,2024,M04,4250.9,[{}]
19100,SMS48191000000000001,2024,M03,4244.6,[{}]
19100,SMS48191000000000001,2024,M02,4243.1,[{}]
19100,SMS48191000000000001,2024,M01,4240.8,[{}]
19100,SMS48191000000000001,2023,M12,4229.5,[{}]
19100,SMS48191000000000001,2023,M11,4227.0,[{}]
19100,SMS48191000000000001,2023,M10,4222.8,[{}]
19100,SMS48191000000000001,2023,M09,4220.5,[{}]
19100,SMS48191000000000001,2023,M08,4216.6,[{}]
19100,SMS48191000000000001,2023,M07,4209.8,[{}]
19100,SMS48191000000000001,2023,M06,4205.8,[{}]
19100,SMS48191000000000001,2023,M05,4196.9,[{}]
19100,SMS48191000000000001,2023,M04,4193.7,[{}]
19100,SMS48191000000000001,2023,M03,4185.3,[{}]
19100,SMS48191000000000001,2023,M02,4174.0,[{}]
19100,SMS48191000000000001,2023,M01,4171.4,[{}]
19100,SMS48191000000000001,2022,M12,4147.8,[{}]
19100,SMS48191000000000001,2022,M11,4152.2,[{}]
19100,SMS48191000000000001,2022,M10,4144.7,[{}]
19100,SMS48191000000000001,2022,M09,4125.8,[{}]
19100,SMS48191000000000001,2022,M08,4114.3,[{}]
19100,SMS48191000000000001,2022,M07,4096.9,[{}]
19100,SMS48191000000000001,2022,M06,4049.6,[{}]
19100,SMS48191000000000001,2022,M05,4042.3,[{}]
19100,SMS48191000000000001,2022,M04,4029.1,[{}]
19100,SMS48191000000000001,2022,M03,4000.9,[{}]
19100,SMS48191000000000001,2022,M02,3989.5,[{}]
19100,SMS48191000000000001,2022,M01,3959.8,[{}]
19100,SMS48191000000000001,2021,M12,3957.2,[{}]
19100,SMS48191000000000001,2021,M11,3936.8,[{}]
19100,SMS48191000000000001,2021,M10,3916.4,[{}]
19100,SMS48191000000000001,2021,M09,3863.0,[{}]
19100,SMS48191000000000001,2021,M08,3846.2,[{}]
19100,SMS48191000000000001,2021,M07,3833.2,[{}]
19100,SMS48191000000000001,2021,M06,3794.1,[{}]
19100,SMS48191000000000001,2021,M05,3773.3,[{}]
19100,SMS48191000000000001,2021,M04,3759.0,[{}]
19100,SMS48191000000000001,2021,M03,3748.9,[{}]
19100,SMS48191000000000001,2021,M02,3709.5,[{}]
19100,SMS48191000000000001,2021,M01,3720.4,[{}]
19100,SMS48191000000000001,2020,M12,3705.9,[{}]
19100,SMS48191000000000001,2020,M11,3689.5,[{}]
19100,SMS48191000000000001,2020,M10,3673.7,[{}]
19100,SMS48191000000000001,2020,M09,3631.5,[{}]
19100,SMS48191000000000001,2020,M08,3605.9,[{}]
19100,SMS48191000000000001,2020,M07,3571.2,[{}]
19100,SMS48191000000000001,2020,M06,3547.8,[{}]
19100,SMS48191000000000001,2020,M05,3473.2,[{}]
19100,SMS48191000000000001,2020,M04,3394.9,[{}]
19100,SMS48191000000000001,2020,M03,3814.6,[{}]
19100,SMS48191000000000001,2020,M02,3836.2,[{}]
19100,SMS48191000000000001,2020,M01,3828.7,[{}]
26420,SMS48264200000000001,2024,M12,3456.9,[{}]
26420,SMS48264200000000001,2024,M11,3449.5,[{}]
26420,SMS48264200000000001,2024,M10,3440.7,[{}]
26420,SMS48264200000000001,2024,M09,3444.8,[{}]
26420,SMS48264200000000001,2024,M08,3439.7,[{}]
26420,SMS48264200000000001,2024,M07,3392.3,[{}]
26420,SMS48264200000000001,2024,M06,3439.0,[{}]
26420,SMS48264200000000001,2024,M05,3435.5,[{}]
26420,SMS48264200000000001,2024,M04,3431.1,[{}]
26420,SMS48264200000000001,2024,M03,3426.7,[{}]
26420,SMS48264200000000001,2024,M02,3418.0,[{}]
26420,SMS48264200000000001,2024,M01,3413.8,[{}]
26420,SMS48264200000000001,2023,M12,3411.0,[{}]
26420,SMS48264200000000001,2023,M11,3404.3,[{}]
26420,SMS48264200000000001,2023,M10,3401.8,[{}]
26420,SMS48264200000000001,2023,M09,3401.0,[{}]
26420,SMS48264200000000001,2023,M08,3386.9,[{}]
26420,SMS48264200000000001,2023,M07,3369.5,[{}]
26420,SMS48264200000000001,2023,M06,3385.8,[{}]
26420,SMS48264200000000001,2023,M05,3375.8,[{}]
26420,SMS48264200000000001,2023,M04,3369.8,[{}]
26420,SMS48264200000000001,2023,M03,3362.4,[{}]
26420,SMS48264200000000001,2023,M02,3352.9,[{}]
26420,SMS48264200000000001,2023,M01,3346.4,[{}]
26420,SMS48264200000000001,2022,M12,3330.4,[{}]
26420,SMS48264200000000001,2022,M11,3321.1,[{}]
26420,SMS48264200000000001,2022,M10,3307.9,[{}]
26420,SMS48264200000000001,2022,M09,3293.1,[{}]
26420,SMS48264200000000001,2022,M08,3281.7,[{}]
26420,SMS48264200000000001,2022,M07,3263.3,[{}]
26420,SMS48264200000000001,2022,M06,3237.1,[{}]
26420,SMS48264200000000001,2022,M05,3233.2,[{}]
26420,SMS48264200000000001,2022,M04,3221.9,[{}]
26420,SMS48264200000000001,2022,M03,3197.1,[{}]
26420,SMS48264200000000001,2022,M02,3185.7,[{}]
26420,SMS48264200000000001,2022,M01,3167.4,[{}]
26420,SMS48264200000000001,2021,M12,3176.8,[{}]
26420,SMS48264200000000001,2021,M11,3159.9,[{}]
26420,SMS48264200000000001,2021,M10,3142.1,[{}]
26420,SMS48264200000000001,2021,M09,3104.7,[{}]
26420,SMS48264200000000001,2021,M08,3091.2,[{}]
26420,SMS48264200000000001,2021,M07,3077.4,[{}]
26420,SMS48264200000000001,2021,M06,3054.9,[{}]
26420,SMS48264200000000001,2021,M05,3042.4,[{}]
26420,SMS48264200000000001,2021,M04,3031.5,[{}]
26420,SMS48264200000000001,2021,M03,3021.7,[{}]
26420,SMS48264200000000001,2021,M02,2991.9,[{}]
26420,SMS48264200000000001,2021,M01,3003.3,[{}]
26420,SMS48264200000000001,2020,M12,3000.2,[{}]
26420,SMS48264200000000001,2020,M11,2996.3,[{}]
26420,SMS48264200000000001,2020,M10,2977.9,[{}]
26420,SMS48264200000000001,2020,M09,2957.0,[{}]
26420,SMS48264200000000001,2020,M08,2938.4,[{}]
26420,SMS48264200000000001,2020,M07,2917.3,[{}]
26420,SMS48264200000000001,2020,M06,2937.3,[{}]
26420,SMS48264200000000001,2020,M05,2893.1,[{}]
26420,SMS48264200000000001,2020,M04,2834.5,[{}]
26420,SMS48264200000000001,2020,M03,3180.5,[{}]
26420,SMS48264200000000001,2020,M02,3199.8,[{}]
26420,SMS48264200000000001,2020,M01,3192.9,[{}]
12420,SMS48124200000000001,2024,M12,1368.9,[{}]
12420,SMS48124200000000001,2024,M11,1365.4,[{}]
12420,SMS48124200000000001,2024,M10,1363.8,[{}]
12420,SMS48124200000000001,2024,M09,1367.9,[{}]
12420,SMS48124200000000001,2024,M08,1363.1,[{}]
12420,SMS48124200000000001,2024,M07,1361.0,[{}]
12420,SMS48124200000000001,2024,M06,1357.1,[{}]
12420,SMS48124200000000001,2024,M05,1355.9,[{}]
12420,SMS48124200000000001,2024,M04,1353.9,[{}]
12420,SMS48124200000000001,2024,M03,1351.3,[{}]
12420,SMS48124200000000001,2024,M02,1349.9,[{}]
12420,SMS48124200000000001,2024,M01,1347.6,[{}]
12420,SMS48124200000000001,2023,M12,1345.6,[{}]
12420,SMS48124200000000001,2023,M11,1342.7,[{}]
12420,SMS48124200000000001,2023,M10,1339.9,[{}]
12420,SMS48124200000000001,2023,M09,1336.2,[{}]
12420,SMS48124200000000001,2023,M08,1334.2,[{}]
12420,SMS48124200000000001,2023,M07,1330.6,[{}]
12420,SMS48124200000000001,2023,M06,1331.6,[{}]
12420,SMS48124200000000001,2023,M05,1325.3,[{}]
12420,SMS48124200000000001,2023,M04,1323.8,[{}]
12420,SMS48124200000000001,2023,M03,1321.8,[{}]
12420,SMS48124200000000001,2023,M02,1317.8,[{}]
12420,SMS48124200000000001,2023,M01,1315.5,[{}]
12420,SMS48124200000000001,2022,M12,1310.2,[{}]
12420,SMS48124200000000001,2022,M11,1307.5,[{}]
12420,SMS48124200000000001,2022,M10,1304.0,[{}]
12420,SMS48124200000000001,2022,M09,1299.8,[{}]
12420,SMS48124200000000001,2022,M08,1296.2,[{}]
12420,SMS48124200000000001,2022,M07,1289.5,[{}]
12420,SMS48124200000000001,2022,M06,1266.4,[{}]
12420,SMS48124200000000001,2022,M05,1262.1,[{}]
12420,SMS48124200000000001,2022,M04,1257.6,[{}]
12420,SMS48124200000000001,2022,M03,1245.4,[{}]
12420,SMS48124200000000001,2022,M02,1242.2,[{}]
12420,SMS48124200000000001,2022,M01,1231.2,[{}]
12420,SMS48124200000000001,2021,M12,1231.4,[{}]
12420,SMS48124200000000001,2021,M11,1222.0,[{}]
12420,SMS48124200000000001,2021,M10,1214.8,[{}]
12420,SMS48124200000000001,2021,M09,1194.8,[{}]
12420,SMS48124200000000001,2021,M08,1188.1,[{}]
12420,SMS48124200000000001,2021,M07,1182.0,[{}]
12420,SMS48124200000000001,2021,M06,1161.9,[{}]
12420,SMS48124200000000001,2021,M05,1152.8,[{}]
12420,SMS48124200000000001,2021,M04,1141.7,[{}]
12420,SMS48124200000000001,2021,M03,1131.7,[{}]
12420,SMS48124200000000001,2021,M02,1120.1,[{}]
12420,SMS48124200000000001,2021,M01,1122.4,[{}]
12420,SMS48124200000000001,2020,M12,1118.8,[{}]
12420,SMS48124200000000001,2020,M11,1109.4,[{}]
12420,SMS48124200000000001,2020,M10,1102.2,[{}]
12420,SMS48124200000000001,2020,M09,1091.1,[{}]
12420,SMS48124200000000001,2020,M08,1081.2,[{}]
12420,SMS48124200000000001,2020,M07,1067.9,[{}]
12420,SMS48124200000000001,2020,M06,1054.0,[{}]
12420,SMS48124200000000001,2020,M05,1028.4,[{}]
12420,SMS48124200000000001,2020,M04,1003.1,[{}]
12420,SMS48124200000000001,2020,M03,1141.8,[{}]
12420,SMS48124200000000001,2020,M02,1149.7,[{}]
12420,SMS48124200000000001,2020,M01,1147.5,[{}]
41700,SMS48417000000000001,2024,M12,1192.1,[{}]
