metro_code,series_id,year,period,value,footnotes
41700,SMS48417000000000001,2024,M11,1191.3,[{}]
41700,SMS48417000000000001,2024,M10,1189.6,[{}]
41700,SMS48417000000000001,2024,M09,1187.6,[{}]
41700,SMS48417000000000001,2024,M08,1186.2,[{}]
41700,SMS48417000000000001,2024,M07,1182.6,[{}]
41700,SMS48417000000000001,2024,M06,1181.6,[{}]
41700,SMS48417000000000001,2024,M05,1180.0,[{}]
41700,SMS48417000000000001,2024,M04,1178.2,[{}]
41700,SMS48417000000000001,2024,M03,1175.1,[{}]
41700,SMS48417000000000001,2024,M02,1174.8,[{}]
41700,SMS48417000000000001,2024,M01,1174.3,[{}]
41700,SMS48417000000000001,2023,M12,1172.8,[{}]
41700,SMS48417000000000001,2023,M11,1172.3,[{}]
41700,SMS48417000000000001,2023,M10,1170.7,[{}]
41700,SMS48417000000000001,2023,M09,1167.6,[{}]
41700,SMS48417000000000001,2023,M08,1165.7,[{}]
41700,SMS48417000000000001,2023,M07,1163.4,[{}]
41700,SMS48417000000000001,2023,M06,1161.5,[{}]
41700,SMS48417000000000001,2023,M05,1156.8,[{}]
41700,SMS48417000000000001,2023,M04,1156.7,[{}]
41700,SMS48417000000000001,2023,M03,1156.9,[{}]
41700,SMS48417000000000001,2023,M02,1153.0,[{}]
41700,SMS48417000000000001,2023,M01,1149.1,[{}]
41700,SMS48417000000000001,2022,M12,1145.1,[{}]
41700,SMS48417000000000001,2022,M11,1141.7,[{}]
41700,SMS48417000000000001,2022,M10,1139.5,[{}]
41700,SMS48417000000000001,2022,M09,1137.4,[{}]
41700,SMS48417000000000001,2022,M08,1134.6,[{}]
41700,SMS48417000000000001,2022,M07,1131.6,[{}]
41700,SMS48417000000000001,2022,M06,1118.1,[{}]
41700,SMS48417000000000001,2022,M05,1116.8,[{}]
41700,SMS48417000000000001,2022,M04,1115.8,[{}]
41700,SMS48417000000000001,2022,M03,1111.6,[{}]
41700,SMS48417000000000001,2022,M02,1106.3,[{}]
41700,SMS48417000000000001,2022,M01,1101.2,[{}]
41700,SMS48417000000000001,2021,M12,1097.3,[{}]
41700,SMS48417000000000001,2021,M11,1092.5,[{}]
41700,SMS48417000000000001,2021,M10,1088.8,[{}]
41700,SMS48417000000000001,2021,M09,1074.1,[{}]
41700,SMS48417000000000001,2021,M08,1069.5,[{}]
41700,SMS48417000000000001,2021,M07,1066.5,[{}]
41700,SMS48417000000000001,2021,M06,1061.0,[{}]
41700,SMS48417000000000001,2021,M05,1055.0,[{}]
41700,SMS48417000000000001,2021,M04,1049.3,[{}]
41700,SMS48417000000000001,2021,M03,1043.7,[{}]
41700,SMS48417000000000001,2021,M02,1028.2,[{}]
41700,SMS48417000000000001,2021,M01,1034.9,[{}]
41700,SMS48417000000000001,2020,M12,1038.7,[{}]
41700,SMS48417000000000001,2020,M11,1034.1,[{}]
41700,SMS48417000000000001,2020,M10,1028.7,[{}]
41700,SMS48417000000000001,2020,M09,1021.2,[{}]
41700,SMS48417000000000001,2020,M08,1013.6,[{}]
41700,SMS48417000000000001,2020,M07,998.5,[{}]
41700,SMS48417000000000001,2020,M06,1004.0,[{}]
41700,SMS48417000000000001,2020,M05,977.0,[{}]
41700,SMS48417000000000001,2020,M04,952.6,[{}]
41700,SMS48417000000000001,2020,M03,1082.3,[{}]
41700,SMS48417000000000001,2020,M02,1084.3,[{}]
41700,SMS48417000000000001,2020,M01,1085.5,[{}]
38060,SMS04380600000000001,2024,M12,2449.0,[{}]
38060,SMS04380600000000001,2024,M11,2443.6,[{}]
38060,SMS04380600000000001,2024,M10,2438.3,[{}]
38060,SMS04380600000000001,2024,M09,2432.1,[{}]
38060,SMS04380600000000001,2024,M08,2423.8,[{}]
38060,SMS04380600000000001,2024,M07,2424.8,[{}]
38060,SMS04380600000000001,2024,M06,2449.4,[{}]
38060,SMS04380600000000001,2024,M05,2450.4,[{}]
38060,SMS04380600000000001,2024,M04,2454.1,[{}]
38060,SMS04380600000000001,2024,M03,2466.1,[{}]
38060,SMS04380600000000001,2024,M02,2461.5,[{}]
38060,SMS04380600000000001,2024,M01,2458.9,[{}]
38060,SMS04380600000000001,2023,M12,2423.4,[{}]
38060,SMS04380600000000001,2023,M11,2413.1,[{}]
38060,SMS04380600000000001,2023,M10,2401.0,[{}]
38060,SMS04380600000000001,2023,M09,2434.0,[{}]
38060,SMS04380600000000001,2023,M08,2425.4,[{}]
38060,SMS04380600000000001,2023,M07,2418.0,[{}]
38060,SMS04380600000000001,2023,M06,2417.0,[{}]
38060,SMS04380600000000001,2023,M05,2408.0,[{}]
38060,SMS04380600000000001,2023,M04,2400.1,[{}]
38060,SMS04380600000000001,2023,M03,2382.7,[{}]
38060,SMS04380600000000001,2023,M02,2381.3,[{}]
38060,SMS04380600000000001,2023,M01,2376.0,[{}]
38060,SMS04380600000000001,2022,M12,2362.5,[{}]
38060,SMS04380600000000001,2022,M11,2364.1,[{}]
38060,SMS04380600000000001,2022,M10,2357.1,[{}]
38060,SMS04380600000000001,2022,M09,2353.6,[{}]
38060,SMS04380600000000001,2022,M08,2350.3,[{}]
38060,SMS04380600000000001,2022,M07,2345.7,[{}]
38060,SMS04380600000000001,2022,M06,2333.0,[{}]
38060,SMS04380600000000001,2022,M05,2331.2,[{}]
38060,SMS04380600000000001,2022,M04,2319.0,[{}]
38060,SMS04380600000000001,2022,M03,2297.8,[{}]
38060,SMS04380600000000001,2022,M02,2293.3,[{}]
38060,SMS04380600000000001,2022,M01,2282.1,[{}]
38060,SMS04380600000000001,2021,M12,2276.9,[{}]
38060,SMS04380600000000001,2021,M11,2263.2,[{}]
38060,SMS04380600000000001,2021,M10,2259.3,[{}]
38060,SMS04380600000000001,2021,M09,2244.2,[{}]
38060,SMS04380600000000001,2021,M08,2239.4,[{}]
38060,SMS04380600000000001,2021,M07,2228.5,[{}]
38060,SMS04380600000000001,2021,M06,2218.9,[{}]
38060,SMS04380600000000001,2021,M05,2201.6,[{}]
38060,SMS04380600000000001,2021,M04,2186.6,[{}]
38060,SMS04380600000000001,2021,M03,2183.5,[{}]
38060,SMS04380600000000001,2021,M02,2170.3,[{}]
38060,SMS04380600000000001,2021,M01,2163.1,[{}]
38060,SMS04380600000000001,2020,M12,2154.7,[{}]
38060,SMS04380600000000001,2020,M11,2146.8,[{}]
38060,SMS04380600000000001,2020,M10,2132.9,[{}]
38060,SMS04380600000000001,2020,M09,2112.5,[{}]
38060,SMS04380600000000001,2020,M08,2098.2,[{}]
38060,SMS04380600000000001,2020,M07,2072.1,[{}]
38060,SMS04380600000000001,2020,M06,2089.9,[{}]
38060,SMS04380600000000001,2020,M05,2037.9,[{}]
38060,SMS04380600000000001,2020,M04,1971.0,[{}]
38060,SMS04380600000000001,2020,M03,2210.7,[{}]
38060,SMS04380600000000001,2020,M02,2221.0,[{}]
38060,SMS04380600000000001,2020,M01,2221.4,[{}]
16740,SMS37167400000000001,2024,M12,1389.3,[{}]
16740,SMS37167400000000001,2024,M11,1384.1,[{}]
16740,SMS37167400000000001,2024,M10,1378.4,[{}]
16740,SMS37167400000000001,2024,M09,1380.3,[{}]
16740,SMS37167400000000001,2024,M08,1377.5,[{}]
16740,SMS37167400000000001,2024,M07,1376.2,[{}]
16740,SMS37167400000000001,2024,M06,1377.2,[{}]
16740,SMS37167400000000001,2024,M05,1376.5,[{}]
16740,SMS37167400000000001,2024,M04,1375.4,[{}]
16740,SMS37167400000000001,2024,M03,1372.3,[{}]
16740,SMS37167400000000001,2024,M02,1370.9,[{}]
16740,SMS37167400000000001,2024,M01,1370.0,[{}]
16740,SMS37167400000000001,2023,M12,1369.1,[{}]
16740,SMS37167400000000001,2023,M11,1367.2,[{}]
16740,SMS37167400000000001,2023,M10,1366.2,[{}]
16740,SMS37167400000000001,2023,M09,1363.7,[{}]
16740,SMS37167400000000001,2023,M08,1362.6,[{}]
16740,SMS37167400000000001,2023,M07,1360.2,[{}]
16740,SMS37167400000000001,2023,M06,1361.6,[{}]
16740,SMS37167400000000001,2023,M05,1352.5,[{}]
16740,SMS37167400000000001,2023,M04,1349.8,[{}]
16740,SMS37167400000000001,2023,M03,1348.4,[{}]
16740,SMS37167400000000001,2023,M02,1346.2,[{}]
16740,SMS37167400000000001,2023,M01,1345.9,[{}]
16740,SMS37167400000000001,2022,M12,1336.9,[{}]
16740,SMS37167400000000001,2022,M11,1336.3,[{}]
16740,SMS37167400000000001,2022,M10,1334.1,[{}]
16740,SMS37167400000000001,2022,M09,1332.9,[{}]
16740,SMS37167400000000001,2022,M08,1329.9,[{}]
16740,SMS37167400000000001,2022,M07,1326.0,[{}]
16740,SMS37167400000000001,2022,M06,1321.2,[{}]
16740,SMS37167400000000001,2022,M05,1318.0,[{}]
16740,SMS37167400000000001,2022,M04,1314.9,[{}]
16740,SMS37167400000000001,2022,M03,1310.6,[{}]
16740,SMS37167400000000001,2022,M02,1305.9,[{}]
16740,SMS37167400000000001,2022,M01,1294.9,[{}]
16740,SMS37167400000000001,2021,M12,1295.0,[{}]
16740,SMS37167400000000001,2021,M11,1290.8,[{}]
16740,SMS37167400000000001,2021,M10,1286.4,[{}]
16740,SMS37167400000000001,2021,M09,1267.0,[{}]
16740,SMS37167400000000001,2021,M08,1264.2,[{}]
16740,SMS37167400000000001,2021,M07,1262.1,[{}]
16740,SMS37167400000000001,2021,M06,1256.9,[{}]
16740,SMS37167400000000001,2021,M05,1255.7,[{}]
16740,SMS37167400000000001,2021,M04,1252.5,[{}]
16740,SMS37167400000000001,2021,M03,1249.1,[{}]
16740,SMS37167400000000001,2021,M02,1245.6,[{}]
16740,SMS37167400000000001,2021,M01,1242.8,[{}]
16740,SMS37167400000000001,2020,M12,1243.8,[{}]
16740,SMS37167400000000001,2020,M11,1242.1,[{}]
16740,SMS37167400000000001,2020,M10,1238.8,[{}]
16740,SMS37167400000000001,2020,M09,1218.4,[{}]
16740,SMS37167400000000001,2020,M08,1207.3,[{}]
16740,SMS37167400000000001,2020,M07,1193.3,[{}]
16740,SMS37167400000000001,2020,M06,1180.8,[{}]
16740,SMS37167400000000001,2020,M05,1140.8,[{}]
16740,SMS37167400000000001,2020,M04,1117.8,[{}]
16740,SMS37167400000000001,2020,M03,1267.4,[{}]
16740,SMS37167400000000001,2020,M02,1274.5,[{}]
16740,SMS37167400000000001,2020,M01,1271.6,[{}]
39580,SMS37395800000000001,2024,M12,753.2,[{}]
39580,SMS37395800000000001,2024,M11,750.9,[{}]
39580,SMS37395800000000001,2024,M10,748.7,[{}]
39580,SMS37395800000000001,2024,M09,750.9,[{}]
39580,SMS37395800000000001,2024,M08,748.1,[{}]
39580,SMS37395800000000001,2024,M07,747.8,[{}]
39580,SMS37395800000000001,2024,M06,746.6,[{}]
39580,SMS37395800000000001,2024,M05,747.9,[{}]
39580,SMS37395800000000001,2024,M04,747.2,[{}]
39580,SMS37395800000000001,2024,M03,744.1,[{}]
39580,SMS37395800000000001,2024,M02,742.3,[{}]
39580,SMS37395800000000001,2024,M01,741.5,[{}]
39580,SMS37395800000000001,2023,M12,740.9,[{}]
39580,SMS37395800000000001,2023,M11,737.0,[{}]
39580,SMS37395800000000001,2023,M10,735.0,[{}]
39580,SMS37395800000000001,2023,M09,733.0,[{}]
39580,SMS37395800000000001,2023,M08,732.9,[{}]
39580,SMS37395800000000001,2023,M07,730.6,[{}]
39580,SMS37395800000000001,2023,M06,732.0,[{}]
39580,SMS37395800000000001,2023,M05,724.8,[{}]
39580,SMS37395800000000001,2023,M04,722.3,[{}]
39580,SMS37395800000000001,2023,M03,721.9,[{}]
39580,SMS37395800000000001,2023,M02,720.8,[{}]
39580,SMS37395800000000001,2023,M01,718.7,[{}]
39580,SMS37395800000000001,2022,M12,714.2,[{}]
39580,SMS37395800000000001,2022,M11,713.8,[{}]
39580,SMS37395800000000001,2022,M10,711.1,[{}]
39580,SMS37395800000000001,2022,M09,711.6,[{}]
39580,SMS37395800000000001,2022,M08,712.0,[{}]
39580,SMS37395800000000001,2022,M07,710.9,[{}]
39580,SMS37395800000000001,2022,M06,703.1,[{}]
39580,SMS37395800000000001,2022,M05,698.8,[{}]
39580,SMS37395800000000001,2022,M04,697.3,[{}]
39580,SMS37395800000000001,2022,M03,694.1,[{}]
39580,SMS37395800000000001,2022,M02,690.1,[{}]
39580,SMS37395800000000001,2022,M01,683.8,[{}]
39580,SMS37395800000000001,2021,M12,683.8,[{}]
39580,SMS37395800000000001,2021,M11,680.7,[{}]
39580,SMS37395800000000001,2021,M10,678.2,[{}]
39580,SMS37395800000000001,2021,M09,671.3,[{}]
39580,SMS37395800000000001,2021,M08,672.7,[{}]
39580,SMS37395800000000001,2021,M07,673.7,[{}]
39580,SMS37395800000000001,2021,M06,667.7,[{}]
39580,SMS37395800000000001,2021,M05,663.4,[{}]
39580,SMS37395800000000001,2021,M04,657.5,[{}]
39580,SMS37395800000000001,2021,M03,653.3,[{}]
39580,SMS37395800000000001,2021,M02,647.9,[{}]
39580,SMS37395800000000001,2021,M01,645.4,[{}]
39580,SMS37395800000000001,2020,M12,645.2,[{}]
39580,SMS37395800000000001,2020,M11,640.8,[{}]
39580,SMS37395800000000001,2020,M10,637.0,[{}]
39580,SMS37395800000000001,2020,M09,630.8,[{}]
39580,SMS37395800000000001,2020,M08,623.5,[{}]
39580,SMS37395800000000001,2020,M07,614.4,[{}]
39580,SMS37395800000000001,2020,M06,606.1,[{}]
39580,SMS37395800000000001,2020,M05,587.3,[{}]
39580,SMS37395800000000001,2020,M04,576.9,[{}]
39580,SMS37395800000000001,2020,M03,656.4,[{}]
39580,SMS37395800000000001,2020,M02,658.1,[{}]
39580,SMS37395800000000001,2020,M01,656.6,[{}]
34980,SMS47349800000000001,2024,M12,1189.5,[{}]
34980,SMS47349800000000001,2024,M11,1185.1,[{}]
34980,SMS47349800000000001,2024,M10,1185.5,[{}]
34980,SMS47349800000000001,2024,M09,1188.9,[{}]
34980,SMS47349800000000001,2024,M08,1188.5,[{}]
34980,SMS47349800000000001,2024,M07,1186.3,[{}]
34980,SMS47349800000000001,2024,M06,1190.1,[{}]
34980,SMS47349800000000001,2024,M05,1185.8,[{}]
34980,SMS47349800000000001,2024,M04,1183.3,[{}]
34980,SMS47349800000000001,2024,M03,1184.0,[{}]
34980,SMS47349800000000001,2024,M02,1179.1,[{}]
34980,SMS47349800000000001,2024,M01,1177.4,[{}]
34980,SMS47349800000000001,2023,M12,1175.6,[{}]
34980,SMS47349800000000001,2023,M11,1173.8,[{}]
34980,SMS47349800000000001,2023,M10,1171.6,[{}]
34980,SMS47349800000000001,2023,M09,1170.3,[{}]
34980,SMS47349800000000001,2023,M08,1165.6,[{}]
34980,SMS47349800000000001,2023,M07,1165.2,[{}]
34980,SMS47349800000000001,2023,M06,1168.2,[{}]
34980,SMS47349800000000001,2023,M05,1161.2,[{}]
34980,SMS47349800000000001,2023,M04,1159.4,[{}]
34980,SMS47349800000000001,2023,M03,1155.7,[{}]
34980,SMS47349800000000001,2023,M02,1154.6,[{}]
34980,SMS47349800000000001,2023,M01,1152.6,[{}]
34980,SMS47349800000000001,2022,M12,1145.7,[{}]
34980,SMS47349800000000001,2022,M11,1144.7,[{}]
34980,SMS47349800000000001,2022,M10,1141.9,[{}]
34980,SMS47349800000000001,2022,M09,1139.9,[{}]
34980,SMS47349800000000001,2022,M08,1135.8,[{}]
34980,SMS47349800000000001,2022,M07,1130.9,[{}]
34980,SMS47349800000000001,2022,M06,1125.7,[{}]
34980,SMS47349800000000001,2022,M05,1120.9,[{}]
34980,SMS47349800000000001,2022,M04,1117.8,[{}]
34980,SMS47349800000000001,2022,M03,1111.7,[{}]
34980,SMS47349800000000001,2022,M02,1106.1,[{}]
34980,SMS47349800000000001,2022,M01,1098.2,[{}]
34980,SMS47349800000000001,2021,M12,1093.3,[{}]
34980,SMS47349800000000001,2021,M11,1085.0,[{}]
34980,SMS47349800000000001,2021,M10,1079.8,[{}]
34980,SMS47349800000000001,2021,M09,1066.7,[{}]
34980,SMS47349800000000001,2021,M08,1068.9,[{}]
34980,SMS47349800000000001,2021,M07,1060.8,[{}]
34980,SMS47349800000000001,2021,M06,1049.6,[{}]
34980,SMS47349800000000001,2021,M05,1043.1,[{}]
34980,SMS47349800000000001,2021,M04,1036.9,[{}]
34980,SMS47349800000000001,2021,M03,1034.2,[{}]
34980,SMS47349800000000001,2021,M02,1025.4,[{}]
34980,SMS47349800000000001,2021,M01,1026.1,[{}]
34980,SMS47349800000000001,2020,M12,1030.2,[{}]
34980,SMS47349800000000001,2020,M11,1024.8,[{}]
34980,SMS47349800000000001,2020,M10,1011.9,[{}]
34980,SMS47349800000000001,2020,M09,996.3,[{}]
34980,SMS47349800000000001,2020,M08,991.0,[{}]
34980,SMS47349800000000001,2020,M07,977.7,[{}]
34980,SMS47349800000000001,2020,M06,966.6,[{}]
34980,SMS47349800000000001,2020,M05,933.5,[{}]
34980,SMS47349800000000001,2020,M04,918.0,[{}]
34980,SMS47349800000000001,2020,M03,1055.8,[{}]
34980,SMS47349800000000001,2020,M02,1060.3,[{}]
34980,SMS47349800000000001,2020,M01,1061.2,[{}]
24860,SMS45248600000000001,2024,M12,476.1,[{}]
24860,SMS45248600000000001,2024,M11,474.8,[{}]
24860,SMS45248600000000001,2024,M10,472.4,[{}]
24860,SMS45248600000000001,2024,M09,473.3,[{}]
24860,SMS45248600000000001,2024,M08,471.9,[{}]
24860,SMS45248600000000001,2024,M07,469.9,[{}]
24860,SMS45248600000000001,2024,M06,470.3,[{}]
24860,SMS45248600000000001,2024,M05,470.1,[{}]
24860,SMS45248600000000001,2024,M04,471.6,[{}]
24860,SMS45248600000000001,2024,M03,469.2,[{}]
24860,SMS45248600000000001,2024,M02,467.9,[{}]
24860,SMS45248600000000001,2024,M01,467.4,[{}]
24860,SMS45248600000000001,2023,M12,466.4,[{}]
24860,SMS45248600000000001,2023,M11,466.1,[{}]
24860,SMS45248600000000001,2023,M10,466.0,[{}]
24860,SMS45248600000000001,2023,M09,466.9,[{}]
24860,SMS45248600000000001,2023,M08,463.9,[{}]
24860,SMS45248600000000001,2023,M07,463.2,[{}]
24860,SMS45248600000000001,2023,M06,461.9,[{}]
24860,SMS45248600000000001,2023,M05,458.9,[{}]
24860,SMS45248600000000001,2023,M04,459.9,[{}]
24860,SMS45248600000000001,2023,M03,460.2,[{}]
24860,SMS45248600000000001,2023,M02,459.5,[{}]
24860,SMS45248600000000001,2023,M01,460.0,[{}]
24860,SMS45248600000000001,2022,M12,455.4,[{}]
24860,SMS45248600000000001,2022,M11,455.9,[{}]
24860,SMS45248600000000001,2022,M10,455.4,[{}]
24860,SMS45248600000000001,2022,M09,456.0,[{}]
24860,SMS45248600000000001,2022,M08,454.3,[{}]
24860,SMS45248600000000001,2022,M07,453.6,[{}]
24860,SMS45248600000000001,2022,M06,450.9,[{}]
24860,SMS45248600000000001,2022,M05,449.8,[{}]
24860,SMS45248600000000001,2022,M04,448.1,[{}]
24860,SMS45248600000000001,2022,M03,445.0,[{}]
24860,SMS45248600000000001,2022,M02,445.7,[{}]
24860,SMS45248600000000001,2022,M01,442.0,[{}]
24860,SMS45248600000000001,2021,M12,440.4,[{}]
24860,SMS45248600000000001,2021,M11,439.2,[{}]
24860,SMS45248600000000001,2021,M10,437.0,[{}]
24860,SMS45248600000000001,2021,M09,434.0,[{}]
24860,SMS45248600000000001,2021,M08,432.8,[{}]
24860,SMS45248600000000001,2021,M07,431.7,[{}]
24860,SMS45248600000000001,2021,M06,425.1,[{}]
24860,SMS45248600000000001,2021,M05,424.4,[{}]
24860,SMS45248600000000001,2021,M04,423.6,[{}]
24860,SMS45248600000000001,2021,M03,424.8,[{}]
24860,SMS45248600000000001,2021,M02,423.7,[{}]
24860,SMS45248600000000001,2021,M01,422.2,[{}]
24860,SMS45248600000000001,2020,M12,422.4,[{}]
24860,SMS45248600000000001,2020,M11,420.3,[{}]
24860,SMS45248600000000001,2020,M10,418.7,[{}]
24860,SMS45248600000000001,2020,M09,415.1,[{}]
24860,SMS45248600000000001,2020,M08,412.8,[{}]
24860,SMS45248600000000001,2020,M07,405.5,[{}]
24860,SMS45248600000000001,2020,M06,399.1,[{}]
24860,SMS45248600000000001,2020,M05,385.0,[{}]
24860,SMS45248600000000001,2020,M04,373.1,[{}]
24860,SMS45248600000000001,2020,M03,432.8,[{}]
24860,SMS45248600000000001,2020,M02,434.1,[{}]
24860,SMS45248600000000001,2020,M01,435.2,[{}]
16700,SMS45167000000000001,2024,M12,428.8,[{}]
16700,SMS45167000000000001,2024,M11,428.1,[{}]
16700,SMS45167000000000001,2024,M10,427.4,[{}]
16700,SMS45167000000000001,2024,M09,424.7,[{}]
16700,SMS45167000000000001,2024,M08,423.3,[{}]
16700,SMS45167000000000001,2024,M07,422.0,[{}]
16700,SMS45167000000000001,2024,M06,422.1,[{}]
16700,SMS45167000000000001,2024,M05,421.7,[{}]
16700,SMS45167000000000001,2024,M04,421.1,[{}]
16700,SMS45167000000000001,2024,M03,421.5,[{}]
16700,SMS45167000000000001,2024,M02,419.2,[{}]
16700,SMS45167000000000001,2024,M01,417.6,[{}]
16700,SMS45167000000000001,2023,M12,417.7,[{}]
16700,SMS45167000000000001,2023,M11,417.5,[{}]
16700,SMS45167000000000001,2023,M10,416.3,[{}]
16700,SMS45167000000000001,2023,M09,415.7,[{}]
16700,SMS45167000000000001,2023,M08,413.4,[{}]
16700,SMS45167000000000001,2023,M07,412.5,[{}]
16700,SMS45167000000000001,2023,M06,412.0,[{}]
16700,SMS45167000000000001,2023,M05,410.4,[{}]
16700,SMS45167000000000001,2023,M04,408.8,[{}]
16700,SMS45167000000000001,2023,M03,406.8,[{}]
16700,SMS45167000000000001,2023,M02,405.0,[{}]
16700,SMS45167000000000001,2023,M01,403.6,[{}]
16700,SMS45167000000000001,2022,M12,400.9,[{}]
16700,SMS45167000000000001,2022,M11,399.7,[{}]
16700,SMS45167000000000001,2022,M10,398.6,[{}]
16700,SMS45167000000000001,2022,M09,398.0,[{}]
16700,SMS45167000000000001,2022,M08,395.7,[{}]
16700,SMS45167000000000001,2022,M07,395.0,[{}]
16700,SMS45167000000000001,2022,M06,390.4,[{}]
16700,SMS45167000000000001,2022,M05,388.6,[{}]
16700,SMS45167000000000001,2022,M04,386.7,[{}]
16700,SMS45167000000000001,2022,M03,385.2,[{}]
16700,SMS45167000000000001,2022,M02,385.1,[{}]
16700,SMS45167000000000001,2022,M01,382.4,[{}]
16700,SMS45167000000000001,2021,M12,380.8,[{}]
16700,SMS45167000000000001,2021,M11,378.2,[{}]
16700,SMS45167000000000001,2021,M10,376.8,[{}]
16700,SMS45167000000000001,2021,M09,374.2,[{}]
16700,SMS45167000000000001,2021,M08,373.7,[{}]
16700,SMS45167000000000001,2021,M07,372.3,[{}]
16700,SMS45167000000000001,2021,M06,369.0,[{}]
16700,SMS45167000000000001,2021,M05,366.4,[{}]
16700,SMS45167000000000001,2021,M04,365.5,[{}]
16700,SMS45167000000000001,2021,M03,364.5,[{}]
16700,SMS45167000000000001,2021,M02,363.0,[{}]
16700,SMS45167000000000001,2021,M01,362.2,[{}]
16700,SMS45167000000000001,2020,M12,361.5,[{}]
16700,SMS45167000000000001,2020,M11,359.2,[{}]
16700,SMS45167000000000001,2020,M10,357.1,[{}]
16700,SMS45167000000000001,2020,M09,353.2,[{}]
16700,SMS45167000000000001,2020,M08,350.6,[{}]
16700,SMS45167000000000001,2020,M07,345.2,[{}]
16700,SMS45167000000000001,2020,M06,342.8,[{}]
16700,SMS45167000000000001,2020,M05,331.2,[{}]
16700,SMS45167000000000001,2020,M04,317.6,[{}]
16700,SMS45167000000000001,2020,M03,375.4,[{}]
16700,SMS45167000000000001,2020,M02,377.4,[{}]
16700,SMS45167000000000001,2020,M01,377.7,[{}]
15380,SMS36153800000000001,2024,M12,560.7,[{}]
15380,SMS36153800000000001,2024,M11,559.1,[{}]
15380,SMS36153800000000001,2024,M10,557.6,[{}]
15380,SMS36153800000000001,2024,M09,554.7,[{}]
15380,SMS36153800000000001,2024,M08,554.2,[{}]
15380,SMS36153800000000001,2024,M07,554.9,[{}]
15380,SMS36153800000000001,2024,M06,557.1,[{}]
15380,SMS36153800000000001,2024,M05,557.3,[{}]
15380,SMS36153800000000001,2024,M04,558.7,[{}]
15380,SMS36153800000000001,2024,M03,556.4,[{}]
15380,SMS36153800000000001,2024,M02,554.7,[{}]
15380,SMS36153800000000001,2024,M01,552.6,[{}]
15380,SMS36153800000000001,2023,M12,552.5,[{}]
15380,SMS36153800000000001,2023,M11,552.9,[{}]
15380,SMS36153800000000001,2023,M10,553.6,[{}]
15380,SMS36153800000000001,2023,M09,554.7,[{}]
15380,SMS36153800000000001,2023,M08,553.4,[{}]
15380,SMS36153800000000001,2023,M07,553.9,[{}]
15380,SMS36153800000000001,2023,M06,552.6,[{}]
15380,SMS36153800000000001,2023,M05,551.2,[{}]
15380,SMS36153800000000001,2023,M04,550.9,[{}]
15380,SMS36153800000000001,2023,M03,549.5,[{}]
15380,SMS36153800000000001,2023,M02,550.2,[{}]
15380,SMS36153800000000001,2023,M01,552.9,[{}]
15380,SMS36153800000000001,2022,M12,548.2,[{}]
15380,SMS36153800000000001,2022,M11,547.7,[{}]
15380,SMS36153800000000001,2022,M10,546.6,[{}]
15380,SMS36153800000000001,2022,M09,544.3,[{}]
15380,SMS36153800000000001,2022,M08,544.9,[{}]
15380,SMS36153800000000001,2022,M07,543.3,[{}]
15380,SMS36153800000000001,2022,M06,543.6,[{}]
15380,SMS36153800000000001,2022,M05,542.6,[{}]
15380,SMS36153800000000001,2022,M04,540.3,[{}]
15380,SMS36153800000000001,2022,M03,543.5,[{}]
15380,SMS36153800000000001,2022,M02,542.2,[{}]
15380,SMS36153800000000001,2022,M01,539.5,[{}]
15380,SMS36153800000000001,2021,M12,539.8,[{}]
15380,SMS36153800000000001,2021,M11,538.3,[{}]
15380,SMS36153800000000001,2021,M10,533.5,[{}]
15380,SMS36153800000000001,2021,M09,529.7,[{}]
15380,SMS36153800000000001,2021,M08,529.9,[{}]
15380,SMS36153800000000001,2021,M07,528.8,[{}]
15380,SMS36153800000000001,2021,M06,526.1,[{}]
15380,SMS36153800000000001,2021,M05,524.7,[{}]
15380,SMS36153800000000001,2021,M04,524.2,[{}]
15380,SMS36153800000000001,2021,M03,521.5,[{}]
15380,SMS36153800000000001,2021,M02,517.6,[{}]
15380,SMS36153800000000001,2021,M01,515.0,[{}]
15380,SMS36153800000000001,2020,M12,507.6,[{}]
15380,SMS36153800000000001,2020,M11,520.5,[{}]
15380,SMS36153800000000001,2020,M10,519.3,[{}]
15380,SMS36153800000000001,2020,M09,515.7,[{}]
15380,SMS36153800000000001,2020,M08,503.8,[{}]
15380,SMS36153800000000001,2020,M07,494.4,[{}]
15380,SMS36153800000000001,2020,M06,482.5,[{}]
15380,SMS36153800000000001,2020,M05,455.3,[{}]
15380,SMS36153800000000001,2020,M04,446.2,[{}]
15380,SMS36153800000000001,2020,M03,562.5,[{}]
15380,SMS36153800000000001,2020,M02,567.5,[{}]
15380,SMS36153800000000001,2020,M01,566.4,[{}]
47260,SMS51472600000000001,2024,M12,827.0,[{}]
47260,SMS51472600000000001,2024,M11,826.8,[{}]
47260,SMS51472600000000001,2024,M10,826.1,[{}]
47260,SMS51472600000000001,2024,M09,825.2,[{}]
47260,SMS51472600000000001,2024,M08,822.8,[{}]
47260,SMS51472600000000001,2024,M07,821.7,[{}]
47260,SMS51472600000000001,2024,M06,821.6,[{}]
47260,SMS51472600000000001,2024,M05,821.4,[{}]
47260,SMS51472600000000001,2024,M04,821.7,[{}]
47260,SMS51472600000000001,2024,M03,821.2,[{}]
47260,SMS51472600000000001,2024,M02,819.8,[{}]
47260,SMS51472600000000001,2024,M01,818.8,[{}]
